"Rank","Time","Wind","Name","Country","Birthdate","City","Date"
293,10.91,"+0.5","Katrin Krabbe","GER","22.11.69","Hannover","27.07.1991"
293,10.91,"-0.4","Katrin Krabbe","GER","22.11.69","Tokyo","26.08.1991"
293,10.91,"+1.1","Gail Devers","USA","19.11.66","Atlanta","15.06.1996"
293,10.91,"-0.4","Marion Jones","USA","12.10.75","Tokyo","06.09.1997"
293,10.91,"+1.6","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Kalam&aacute;ta","22.05.1999"
293,10.91,"+1.1","Sevatheda Fynes","BAH","17.10.74","Lausanne","02.07.1999"
293,10.91,"+1.0","Marion Jones","USA","12.10.75","Roma","30.06.2000"
293,10.91,"+0.9","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Lausanne","05.07.2000"
293,10.91,"-0.3","Inger Miller","USA","12.06.72","Monaco","10.08.2000"
293,10.91,"-0.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Edmonton","06.08.2001"
293,10.91,"-0.1","Zhanna Block","UKR","06.07.72","Luzern","26.06.2002"
293,10.91,"+0.6","Zhanna Block","UKR","06.07.72","Stockholm","16.07.2002"
293,10.91,"+1.5","Debbie Ferguson-McKenzie","BAH","16.01.76","Manchester","27.07.2002"
293,10.91,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Monaco","19.09.2004"
293,10.91,"+1.9","Lauryn Williams","USA","11.09.83","Lausanne","05.07.2005"
293,10.91,"+2.0","Veronica Campbell-Brown","JAM","16.05.82","Carson","20.05.2007"
293,10.91,"+0.9","Veronica Campbell-Brown","JAM","16.05.82","New York City","31.05.2008"
293,10.91,"+0.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Roma","10.07.2009"
293,10.91,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Monaco","28.07.2009"
293,10.91,"+0.6","Kelly-Ann Baptiste","TTO","14.10.86","Saint-Denis","08.07.2011"
293,10.91,"+1.7","Alexandra Anderson","USA","28.01.87","Des Moines","21.06.2013"
293,10.91,"+1.8","Alexandra Anderson","USA","28.01.87","Des Moines","21.06.2013"
293,10.91,"+1.5","Murielle Ahour&eacute;","CIV","23.08.87","Sotteville-l&egrave;s-Rouen","08.07.2013"
293,10.91,"+2.0","Tori Bowie","USA","27.08.90","Sacramento","27.06.2014"
293,10.91,"-0.3","Veronica Campbell-Brown","JAM","16.05.82","Beijing","24.08.2015"
293,10.91,"+0.7","Veronica Campbell-Brown","JAM","16.05.82","Ad-Dawhah","06.05.2016"
293,10.91,"+1.2","Tori Bowie","USA","27.08.90","Herzogenaurach","14.05.2016"
293,10.91,"+1.8","Tori Bowie","USA","27.08.90","Eugene","02.07.2016"
333,10.92,"+1.3","Evelyn Ashford","USA","15.04.57","Berlin","17.08.1984"
333,10.92,"+1.0","Merlene Ottey","JAM","10.05.60","Walnut","28.04.1985"
333,10.92,"+1.2","Marlies G&ouml;hr","GDR","21.03.58","Halle","11.06.1985"
333,10.92,"-0.6","Anelia Nuneva","BUL","30.06.62","Moskva","07.06.1987"
333,10.92,"+0.8","Merlene Ottey","JAM","10.05.60","Budapest","06.07.1987"
333,10.92,"+1.1","Anelia Nuneva","BUL","30.06.62","Zagreb","02.06.1988"
333,10.92,"+0.9","Heike Drechsler","GER","16.12.64","Dresden","11.06.1988"
333,10.92,"0.0","Alice Brown","USA","20.09.60","Indianapolis","16.07.1988"
333,10.92,"0.0","Merlene Ottey","JAM","10.05.60","Bruxelles","19.08.1994"
333,10.92,"+1.9","Merlene Ottey","JAM","10.05.60","Lausanne","05.07.1995"
333,10.92,"+0.6","Merlene Ottey","JAM","10.05.60","Moskva","07.06.1996"
333,10.92,"+1.1","D'Andre Hill","USA","19.04.73","Atlanta","15.06.1996"
333,10.92,"-0.5","Gail Devers","USA","19.11.66","Atlanta","26.07.1996"
333,10.92,"+1.0","Gwen Torrence","USA","12.06.65","Monaco","10.08.1996"
333,10.92,"+0.4","Gail Devers","USA","19.11.66","Linz","21.08.1996"
333,10.92,"+0.1","Marion Jones","USA","12.10.75","Indianapolis","12.06.1997"
333,10.92,"+0.9","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Budapest","19.08.1998"
333,10.92,"+2.0","Zhanna Block","UKR","06.07.72","Budapest","19.08.1998"
333,10.92,"-0.9","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Ath&iacute;nai","16.06.1999"
333,10.92,"-0.2","Marion Jones","USA","12.10.75","Sacramento","14.07.2000"
333,10.92,"+0.1","Yuliya Nesterenko","BLR","15.06.79","Ath&iacute;nai","21.08.2004"
333,10.92,"-0.2","Veronica Campbell-Brown","JAM","16.05.82","Monaco","09.09.2005"
333,10.92,"0.0","Sherone Simpson","JAM","12.08.84","Berlin","03.09.2006"
333,10.92,"+0.1","Veronica Campbell-Brown","JAM","16.05.82","Ath&iacute;nai","13.07.2008"
333,10.92,"+1.2","Kerron Stewart","JAM","16.04.84","Kingston","02.05.2009"
333,10.92,"-0.1","Carmelita Jeter","USA","24.11.79","London","25.07.2009"
333,10.92,"-0.3","Kerron Stewart","JAM","16.04.84","Berlin","16.08.2009"
333,10.92,"+1.2","Veronica Campbell-Brown","JAM","16.05.82","Shanghai","15.05.2011"
333,10.92,"+0.7","Allyson Felix","USA","18.11.85","Ad-Dawhah","11.05.2012"
333,10.92,"-0.1","Shelly-Ann Fraser-Pryce","JAM","27.12.86","New York City","09.06.2012"
333,10.92,"+0.9","Carmelita Jeter","USA","24.11.79","Eugene","23.06.2012"
333,10.92,"+1.0","Blessing Okagbare","NGR","10.09.88","London","04.08.2012"
333,10.92,"+1.0","Tianna Bartoletta","USA","30.08.85","London","04.08.2012"
333,10.92,"-0.2","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Saint-Denis","06.07.2013"
333,10.92,"+1.5","Barbara Pierre","USA","28.04.87","Madrid","13.07.2013"
333,10.92,"+2.0","Tianna Bartoletta","USA","30.08.85","Sacramento","27.06.2014"
333,10.92,"+1.0","Elaine Thompson","JAM","28.06.92","Kingston","11.04.2015"
333,10.92,"+1.4","Jenna Prandini","USA","20.11.92","Walnut","18.04.2015"
333,10.92,"+1.5","Jenna Prandini","USA","20.11.92","Eugene","26.06.2015"
333,10.92,"+1.2","Jasmine Todd","USA","23.12.93","Eugene","26.06.2015"
333,10.92,"+1.6","Barbara Pierre","USA","28.04.87","Toronto","21.07.2015"
333,10.92,"+0.1","Dafne Schippers","NED","15.06.92","London","25.07.2015"
333,10.92,"+0.8","English Gardner","USA","22.04.92","Roma","02.06.2016"
333,10.92,"+0.5","Michelle-Lee Ahye","TTO","10.04.92","Rio de Janeiro","13.08.2016"
377,10.93,"+2.0","Marlies G&ouml;hr","GDR","21.03.58","Dresden","24.05.1980"
377,10.93,"+0.1","Evelyn Ashford","USA","15.04.57","Westwood","07.08.1982"
377,10.93,"+1.6","Evelyn Ashford","USA","15.04.57","Roma","31.08.1984"
377,10.93,"+1.1","Merlene Ottey","JAM","10.05.60","Los Angeles","08.06.1985"
377,10.93,"+1.8","Ewa Kasprzyk","POL","07.09.57","Grudziadz","27.06.1986"
377,10.93,"+1.6","Evelyn Ashford","USA","15.04.57","Berlin","15.08.1986"
377,10.93,"-0.2","Marlies G&ouml;hr","GDR","21.03.58","Neubrandenburg","10.06.1987"
377,10.93,"-0.8","Anelia Nuneva","BUL","30.06.62","Sofia","15.08.1987"
377,10.93,"0.0","Merlene Ottey","JAM","10.05.60","K&ouml;ln","16.08.1987"
377,10.93,"+1.5","Dawn Sowell","USA","27.03.66","Austin","07.04.1989"
377,10.93,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","15.08.1990"
377,10.93,"+1.5","Irina Privalova","RUS","12.11.68","Berlin","21.08.1992"
377,10.93,"-0.9","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","04.08.1993"
377,10.93,"+0.4","Merlene Ottey","JAM","10.05.60","Atlanta","27.07.1996"
377,10.93,"+1.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Hani&aacute;","14.06.2000"
377,10.93,"-0.1","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Ath&iacute;nai","08.07.2000"
377,10.93,"-0.4","Marion Jones","USA","12.10.75","Sacramento","15.07.2000"
377,10.93,"+0.3","Zhanna Block","UKR","06.07.72","Oslo","28.07.2000"
377,10.93,"+0.6","Zhanna Block","UKR","06.07.72","Ath&iacute;nai","11.06.2001"
377,10.93,"+1.0","Tayna Lawrence","JAM","17.09.75","Bruxelles","30.08.2002"
377,10.93,"+0.9","Torri Edwards","USA","31.01.77","Saint-Denis","24.08.2003"
377,10.93,"-0.1","Yuliya Nesterenko","BLR","15.06.79","Ath&iacute;nai","21.08.2004"
377,10.93,"+0.1","Veronica Campbell-Brown","JAM","16.05.82","Ath&iacute;nai","21.08.2004"
377,10.93,"+1.3","Lauryn Williams","USA","11.09.83","Helsinki","08.08.2005"
377,10.93,"-0.2","Christine Arron","FRA","13.09.73","Monaco","09.09.2005"
377,10.93,"+1.2","Veronica Campbell-Brown","JAM","16.05.82","New York City","02.06.2007"
377,10.93,"+1.5","Allyson Felix","USA","18.11.85","Ad-Dawhah","09.05.2008"
377,10.93,"+1.0","Marshevet Hooker","USA","25.09.84","Eugene","28.06.2008"
377,10.93,"+1.3","Kerron Stewart","JAM","16.04.84","Ad-Dawhah","08.05.2009"
377,10.93,"-1.5","Kerron Stewart","JAM","16.04.84","Kingston","27.06.2009"
377,10.93,"+1.2","Kelly-Ann Baptiste","TTO","14.10.86","Gateshead","10.07.2010"
377,10.93,"-0.4","Carmelita Jeter","USA","24.11.79","London","06.08.2011"
377,10.93,"+1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","14.07.2012"
377,10.93,"+0.7","Blessing Okagbare","NGR","10.09.88","London","03.08.2012"
377,10.93,"-0.1","Kelly-Ann Baptiste","TTO","14.10.86","Lausanne","23.08.2012"
377,10.93,"+1.8","Jeneba Tarmoh","USA","27.09.89","Des Moines","21.06.2013"
377,10.93,"-0.2","Blessing Okagbare","NGR","10.09.88","Saint-Denis","06.07.2013"
377,10.93,"+0.7","Carmelita Jeter","USA","24.11.79","London","27.07.2013"
377,10.93,"+1.1","Kelly-Ann Baptiste","TTO","14.10.86","London","27.07.2013"
377,10.93,"-0.3","Murielle Ahour&eacute;","CIV","23.08.87","Moskva","12.08.2013"
377,10.93,"+0.1","Blessing Okagbare","NGR","10.09.88","Glasgow","28.07.2014"
377,10.93,"+1.2","Jeneba Tarmoh","USA","27.09.89","Eugene","26.06.2015"
377,10.93,"-0.2","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Stockholm","30.07.2015"
377,10.93,"-1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Z&uuml;rich","03.09.2015"
377,10.93,"+0.3","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Kingston","01.07.2016"
423,10.94,"+1.4","Marlies G&ouml;hr","GDR","21.03.58","Dresden","12.08.1978"
423,10.94,"+0.6","Diane Williams","USA","14.12.60","Colorado Springs","03.07.1983"
423,10.94,"-0.1","Evelyn Ashford","USA","15.04.57","Berlin","17.08.1984"
423,10.94,"+0.6","Merlene Ottey","JAM","10.05.60","Modesto","11.05.1985"
423,10.94,"+1.6","Merlene Ottey","JAM","10.05.60","Indianapolis","15.06.1985"
423,10.94,"-0.3","Marlies G&ouml;hr","GDR","21.03.58","Leipzig","09.08.1985"
423,10.94,"+1.0","Heike Drechsler","GER","16.12.64","Dresden","16.08.1986"
423,10.94,"+2.0","Evelyn Ashford","USA","15.04.57","Sestriere","11.08.1988"
423,10.94,"+1.0","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","08.09.1988"
423,10.94,"+1.0","Carlette Guidry","USA","04.09.68","New York City","14.06.1991"
423,10.94,"+1.7","Merlene Ottey","JAM","10.05.60","Kingston","28.06.1991"
423,10.94,"-0.1","Katrin Krabbe","GER","22.11.69","Tokyo","27.08.1991"
423,10.94,"0.0","Gwen Torrence","USA","12.06.65","Z&uuml;rich","19.08.1992"
423,10.94,"+1.2","Merlene Ottey","JAM","10.05.60","Oslo","10.07.1993"
423,10.94,"+0.9","Irina Privalova","RUS","12.11.68","Bruxelles","03.09.1993"
423,10.94,"+0.9","Merlene Ottey","JAM","10.05.60","G&ouml;teborg","07.08.1995"
423,10.94,"0.0","Gail Devers","USA","19.11.66","Atlanta","26.07.1996"
423,10.94,"-0.7","Gail Devers","USA","19.11.66","Atlanta","27.07.1996"
423,10.94,"-0.7","Merlene Ottey","JAM","10.05.60","Atlanta","27.07.1996"
423,10.94,"-0.1","Merlene Ottey","JAM","10.05.60","Berlin","30.08.1996"
423,10.94,"+0.1","Merlene Ottey","JAM","10.05.60","Tokyo","16.09.1996"
423,10.94,"-0.1","Marion Jones","USA","12.10.75","Ath&iacute;nai","03.08.1997"
423,10.94,"+0.7","Zhanna Block","UKR","06.07.72","Sevilla","21.08.1999"
423,10.94,"-0.1","Gail Devers","USA","19.11.66","Sevilla","22.08.1999"
423,10.94,"+0.9","Zhanna Block","UKR","06.07.72","Lausanne","05.07.2000"
423,10.94,"-2.3","Zhanna Block","UKR","06.07.72","Edmonton","06.08.2001"
423,10.94,"+1.0","Chryste Gaines","USA","14.09.70","Bruxelles","30.08.2002"
423,10.94,"+0.9","Yuliya Nesterenko","BLR","15.06.79","Ath&iacute;nai","20.08.2004"
423,10.94,"+1.9","Christine Arron","FRA","13.09.73","Lausanne","05.07.2005"
423,10.94,"+0.9","Marshevet Hooker","USA","25.09.84","New York City","31.05.2008"
423,10.94,"+1.3","Torri Edwards","USA","31.01.77","Eugene","08.06.2008"
423,10.94,"-0.7","Kerron Stewart","JAM","16.04.84","Monaco","29.07.2008"
423,10.94,"+0.3","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Stuttgart","14.09.2008"
423,10.94,"+1.7","Kelly-Ann Baptiste","TTO","14.10.86","Port of Spain","20.06.2009"
423,10.94,"-0.4","Carmelita Jeter","USA","24.11.79","Berlin","16.08.2009"
423,10.94,"+1.4","Carmelita Jeter","USA","24.11.79","Kingston","01.05.2010"
423,10.94,"+1.9","Kelly-Ann Baptiste","TTO","14.10.86","Kingston","07.05.2011"
423,10.94,"+0.7","Veronica Campbell-Brown","JAM","16.05.82","Ad-Dawhah","11.05.2012"
423,10.94,"+0.6","Kerron Stewart","JAM","16.04.84","Kingston","29.06.2012"
423,10.94,"+1.5","Veronica Campbell-Brown","JAM","16.05.82","London","03.08.2012"
423,10.94,"+1.2","Allyson Felix","USA","18.11.85","London","04.08.2012"
423,10.94,"+1.5","Kelly-Ann Baptiste","TTO","14.10.86","London","04.08.2012"
423,10.94,"+1.8","Barbara Pierre","USA","28.04.87","Des Moines","21.06.2013"
423,10.94,"+1.1","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","27.07.2013"
423,10.94,"-0.5","English Gardner","USA","22.04.92","Moskva","11.08.2013"
423,10.94,"-0.3","Carmelita Jeter","USA","24.11.79","Moskva","12.08.2013"
423,10.94,"+1.8","Dafne Schippers","NED","15.06.92","Hengelo","24.05.2015"
423,10.94,"+1.2","Tianna Bartoletta","USA","30.08.85","Eugene","26.06.2015"
423,10.94,"+1.5","Tianna Bartoletta","USA","30.08.85","Eugene","28.05.2016"
423,10.94,"+1.5","Michelle-Lee Ahye","TTO","10.04.92","Port of Spain","25.06.2016"
423,10.94,"-0.5","Dafne Schippers","NED","15.06.92","Monaco","15.07.2016"
423,10.94,"+0.3","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","Rio de Janeiro","13.08.2016"
423,10.94,"+0.5","English Gardner","USA","22.04.92","Rio de Janeiro","13.08.2016"
476,10.95,"+1.0","B&auml;rbel W&ouml;ckel","GDR","21.03.55","Dresden","01.07.1982"
476,10.95,"-0.2","Marlies G&ouml;hr","GDR","21.03.58","Praha","16.08.1984"
476,10.95,"+0.1","Marlies G&ouml;hr","GDR","21.03.58","Moskva","17.08.1985"
476,10.95,"-0.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","13.08.1986"
476,10.95,"-0.4","Marlies G&ouml;hr","GDR","21.03.58","Praha","27.06.1987"
476,10.95,"+0.7","Heike Drechsler","GER","16.12.64","Roma","30.08.1987"
476,10.95,"+1.7","Dawn Sowell","USA","27.03.66","Houston","16.06.1989"
476,10.95,"+1.3","Merlene Ottey","JAM","10.05.60","Villeneuve d'Ascq","25.06.1989"
476,10.95,"+1.2","Gail Devers","USA","19.11.66","Walnut","18.04.1992"
476,10.95,"+0.6","Irina Privalova","RUS","12.11.68","Bruxelles","28.08.1992"
476,10.95,"+0.9","Merlene Ottey","JAM","10.05.60","Lausanne","06.07.1994"
476,10.95,"+0.5","Gwen Torrence","USA","12.06.65","Sankt Peterburg","24.07.1994"
476,10.95,"-0.1","Gwen Torrence","USA","12.06.65","K&ouml;ln","21.08.1994"
476,10.95,"+1.3","Merlene Ottey","JAM","10.05.60","Oslo","05.07.1996"
476,10.95,"-0.4","Merlene Ottey","JAM","10.05.60","Bellinzona","12.07.1996"
476,10.95,"-0.8","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","14.08.1996"
476,10.95,"+2.0","Christine Arron","FRA","13.09.73","Bonneuil-sur-Marne","24.05.1998"
476,10.95,"+1.4","Li Xuemei","CHN","05.01.77","Beijing","06.06.1998"
476,10.95,"+1.9","Chandra Sturrup","BAH","12.09.71","Nassau","20.06.1998"
476,10.95,"+1.1","Chryste Gaines","USA","14.09.70","Stockholm","05.08.1998"
476,10.95,"0.0","Chryste Gaines","USA","14.09.70","Monaco","08.08.1998"
476,10.95,"-0.8","Christine Arron","FRA","13.09.73","Bruxelles","28.08.1998"
476,10.95,"-0.1","Zhanna Block","UKR","06.07.72","Sevilla","22.08.1999"
476,10.95,"-0.1","Gail Devers","USA","19.11.66","Sevilla","22.08.1999"
476,10.95,"-1.2","Marion Jones","USA","12.10.75","Z&uuml;rich","11.08.2000"
476,10.95,"+0.1","Chandra Sturrup","BAH","12.09.71","Bruxelles","24.08.2001"
476,10.95,"+0.3","Tayna Lawrence","JAM","17.09.75","Monaco","19.07.2002"
476,10.95,"-0.5","Chryste Gaines","USA","14.09.70","Z&uuml;rich","16.08.2002"
476,10.95,"+1.6","Christine Arron","FRA","13.09.73","Sotteville-l&egrave;s-Rouen","16.07.2004"
476,10.95,"+1.3","Veronica Campbell-Brown","JAM","16.05.82","Helsinki","08.08.2005"
476,10.95,"+1.7","Christine Arron","FRA","13.09.73","Paris","03.09.2005"
476,10.95,"+0.3","Sherone Simpson","JAM","12.08.84","Bruxelles","25.08.2006"
476,10.95,"+2.0","Me'Lisa Barber","USA","04.10.80","Carson","20.05.2007"
476,10.95,"+1.8","Simone Facey","JAM","07.05.85","Boulder","18.05.2008"
476,10.95,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","London","26.07.2008"
476,10.95,"-0.7","Sherone Simpson","JAM","12.08.84","Monaco","29.07.2008"
476,10.95,"+0.1","Veronica Campbell-Brown","JAM","16.05.82","Berlin","17.08.2009"
476,10.95,"+0.3","Carmelita Jeter","USA","24.11.79","Gateshead","10.07.2010"
476,10.95,"+1.2","Carmelita Jeter","USA","24.11.79","Shanghai","15.05.2011"
476,10.95,"+2.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Eugene","04.06.2011"
476,10.95,"+1.8","Veronica Campbell-Brown","JAM","16.05.82","Kingston","24.06.2011"
476,10.95,"+0.6","Veronica Campbell-Brown","JAM","16.05.82","Saint-Denis","08.07.2011"
476,10.95,"+0.4","Carmelita Jeter","USA","24.11.79","Georgetown","08.05.2013"
476,10.95,"+1.1","Murielle Ahour&eacute;","CIV","23.08.87","London","27.07.2013"
476,10.95,"-0.4","Carmelita Jeter","USA","24.11.79","Moskva","12.08.2013"
476,10.95,"-0.4","Murielle Ahour&eacute;","CIV","23.08.87","Moskva","12.08.2013"
476,10.95,"+0.9","Sherone Simpson","JAM","12.08.84","Toronto","22.07.2015"
476,10.95,"+1.7","Jenna Prandini","USA","20.11.92","Norwalk","16.04.2016"
476,10.95,"+1.0","Morolake Akinosun","USA","17.05.94","Eugene","03.07.2016"
525,10.96,"-1.3","Evelyn Ashford","USA","15.04.57","Knoxville","19.06.1982"
525,10.96,"+0.9","Marlies G&ouml;hr","GDR","21.03.58","Erfurt","12.05.1984"
525,10.96,"+0.8","Silke M&ouml;ller","GER","20.06.64","Jena","27.06.1986"
525,10.96,"+0.9","Heike Drechsler","GER","16.12.64","Dresden","16.08.1986"
525,10.96,"0.0","Florence Griffith-Joyner","USA","21.12.59","K&ouml;ln","16.08.1987"
525,10.96,"+0.4","Anelia Nuneva","BUL","30.06.62","Kvarnsveden","19.06.1988"
525,10.96,"+0.9","Heike Drechsler","GER","16.12.64","Stockholm","05.07.1988"
525,10.96,"+0.5","Heike Drechsler","GER","16.12.64","Seoul","24.09.1988"
525,10.96,"0.0","Anelia Nuneva","BUL","30.06.62","Seoul","24.09.1988"
525,10.96,"+1.3","Dawn Sowell","USA","27.03.66","Villeneuve d'Ascq","25.06.1989"
525,10.96,"0.0","Gwen Torrence","USA","12.06.65","Lausanne","10.07.1991"
525,10.96,"+1.2","Marie-Jos&eacute; P&eacute;rec","FRA","09.05.68","Dijon","27.07.1991"
525,10.96,"+0.2","Gwen Torrence","USA","12.06.65","Berlin","10.09.1991"
525,10.96,"+2.0","Galina Malchugina","RUS","17.12.62","Moskva","22.06.1992"
525,10.96,"+1.4","Gail Devers","USA","19.11.66","Villeneuve d'Ascq","02.07.1993"
525,10.96,"+1.5","Merlene Ottey","JAM","10.05.60","Lausanne","07.07.1993"
525,10.96,"-0.3","Irina Privalova","RUS","12.11.68","Stuttgart","16.08.1993"
525,10.96,"+0.9","Irina Privalova","RUS","12.11.68","G&ouml;teborg","07.08.1995"
525,10.96,"+1.8","Gwen Torrence","USA","12.06.65","Eugene","26.05.1996"
525,10.96,"+0.9","Gail Devers","USA","19.11.66","Atlanta","14.06.1996"
525,10.96,"+0.9","Chryste Gaines","USA","14.09.70","Atlanta","14.06.1996"
525,10.96,"+1.1","Inger Miller","USA","12.06.72","Atlanta","15.06.1996"
525,10.96,"+1.1","Chryste Gaines","USA","14.09.70","Atlanta","15.06.1996"
525,10.96,"-0.7","Gwen Torrence","USA","12.06.65","Atlanta","27.07.1996"
525,10.96,"-0.8","Gwen Torrence","USA","12.06.65","Z&uuml;rich","14.08.1996"
525,10.96,"+1.4","Merlene Ottey","JAM","10.05.60","Kingston","20.06.1997"
525,10.96,"+0.3","Marion Jones","USA","12.10.75","Ath&iacute;nai","02.08.1997"
525,10.96,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","13.08.1997"
525,10.96,"+0.9","Gail Devers","USA","19.11.66","Bruxelles","22.08.1997"
525,10.96,"+1.2","Chryste Gaines","USA","14.09.70","New Orleans","19.06.1998"
525,10.96,"-0.5","Chandra Sturrup","BAH","12.09.71","Nassau","18.06.1999"
525,10.96,"+1.0","Eldece Clarke-Lewis","BAH","13.02.65","Fort-de-France","29.04.2000"
525,10.96,"+0.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Nassau","21.07.2000"
525,10.96,"-1.2","Inger Miller","USA","12.06.72","Z&uuml;rich","11.08.2000"
525,10.96,"+0.5","Zhanna Block","UKR","06.07.72","Saint-Denis","06.07.2001"
525,10.96,"+0.1","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Bruxelles","24.08.2001"
525,10.96,"+0.7","Chryste Gaines","USA","14.09.70","Palo Alto","21.06.2002"
525,10.96,"+0.4","Muriel Hurtis","FRA","25.03.79","Annecy","22.06.2002"
525,10.96,"+0.3","Chandra Sturrup","BAH","12.09.71","Oslo","27.06.2003"
525,10.96,"-0.1","Lauryn Williams","USA","11.09.83","Ath&iacute;nai","21.08.2004"
525,10.96,"-0.3","Veronica Campbell-Brown","JAM","16.05.82","Carson","22.05.2005"
525,10.96,"+0.4","Christine Arron","FRA","13.09.73","Helsinki","08.08.2005"
525,10.96,"+1.2","Torri Edwards","USA","31.01.77","New York City","02.06.2007"
525,10.96,"+0.9","Kerron Stewart","JAM","16.04.84","Kingston","03.05.2008"
525,10.96,"+1.0","Allyson Felix","USA","18.11.85","Eugene","28.06.2008"
525,10.96,"+0.9","Carmelita Jeter","USA","24.11.79","Walnut","18.04.2009"
525,10.96,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Ath&iacute;nai","13.07.2009"
525,10.96,"+1.4","Kerron Stewart","JAM","16.04.84","Kingston","01.05.2010"
525,10.96,"+0.8","Ivet Lalova-Collio","BUL","18.05.84","Sliven","02.07.2011"
525,10.96,"+1.9","Kimberlyn Duncan","USA","02.08.91","Baton Rouge","13.05.2012"
525,10.96,"+1.4","Tianna Bartoletta","USA","30.08.85","Eugene","23.06.2012"
525,10.96,"+0.9","Tianna Bartoletta","USA","30.08.85","Eugene","23.06.2012"
525,10.96,"0.0","Blessing Okagbare","NGR","10.09.88","Monaco","20.07.2012"
525,10.96,"+0.4","Kelly-Ann Baptiste","TTO","14.10.86","London","03.08.2012"
525,10.96,"+0.9","English Gardner","USA","22.04.92","Eugene","07.06.2013"
525,10.96,"+0.9","Kerron Stewart","JAM","16.04.84","Kingston","21.06.2013"
525,10.96,"+2.0","Aurieyall Scott","USA","18.05.92","Des Moines","21.06.2013"
525,10.96,"-0.4","Veronica Campbell-Brown","JAM","16.05.82","Kingston","27.06.2014"
525,10.96,"+0.8","Veronica Campbell-Brown","JAM","16.05.82","Monaco","18.07.2014"
525,10.96,"+1.2","Jenna Prandini","USA","20.11.92","Eugene","26.06.2015"
525,10.96,"+0.9","Natasha Morrison","JAM","17.11.92","Beijing","24.08.2015"
525,10.96,"+1.0","Jenna Prandini","USA","20.11.92","Eugene","03.07.2016"
525,10.96,"-1.0","Dafne Schippers","NED","15.06.92","Amsterdam","08.07.2016"
525,10.96,"-1.3","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","London","23.07.2016"
525,10.96,"-0.7","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","London","23.07.2016"
525,10.96,"-0.3","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Rio de Janeiro","12.08.2016"
525,10.96,"+1.0","Christania Williams","JAM","17.10.94","Rio de Janeiro","13.08.2016"
592,10.97,"+0.8","Marlies G&ouml;hr","GDR","21.03.58","Dresden","13.06.1979"
592,10.97,"+0.9","Evelyn Ashford","USA","15.04.57","Walnut","16.06.1979"
592,10.97,"-1.0","Evelyn Ashford","USA","15.04.57","San Diego","08.03.1982"
592,10.97,"+1.5","Marlies G&ouml;hr","GDR","21.03.58","Tokyo","24.09.1982"
592,10.97,"-0.5","Marlies G&ouml;hr","GDR","21.03.58","Helsinki","08.08.1983"
592,10.97,"-1.2","Evelyn Ashford","USA","15.04.57","Los Angeles","05.08.1984"
592,10.97,"-0.8","Marlies G&ouml;hr","GDR","21.03.58","Tokyo","14.09.1984"
592,10.97,"-0.3","Marita Koch","GDR","18.02.57","Leipzig","09.08.1985"
592,10.97,"+1.9","Heike Drechsler","GER","16.12.64","Potsdam","11.06.1986"
592,10.97,"+0.8","Merlene Ottey","JAM","10.05.60","Lausanne","15.09.1987"
592,10.97,"0.0","Gail Devers","USA","19.11.66","Indianapolis","16.07.1988"
592,10.97,"+0.9","Merlene Ottey","JAM","10.05.60","Hengelo","12.08.1990"
592,10.97,"-0.1","Gwen Torrence","USA","12.06.65","K&ouml;ln","08.09.1991"
592,10.97,"-0.5","Gwen Torrence","USA","12.06.65","New Orleans","20.06.1992"
592,10.97,"+1.5","Gwen Torrence","USA","12.06.65","Lausanne","07.07.1993"
