"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"2494",2276,10.08,0.9,"Remontay McClain","USA","21.09.92","Cerritos","06.06.2015","Cerritos 06.06.2015"
"2194",2011,10.07,0.8,"Kemar Hyman","CAY","11.10.89","Charlottesville","21.04.2012","Charlottesville 21.04.2012"
"2075",2011,10.07,1.7,"Davidson Ezinwa","NGR","22.11.71","Chemnitz","20.05.1998","Chemnitz 20.05.1998"
"1440",1366,10.04,-0.2,"Kim Collins","SKN","05.04.76","Ciudad de Guatemala","20.07.2001","Ciudad de Guatemala 20.07.2001"
"1266",1202,10.03,0,"Nicolas Macrozonaris","CAN","22.08.80","Ciudad de M&eacute;xico","03.05.2003","Ciudad de M&eacute;xico 03.05.2003"
"954",954,10.01,0.9,"Pietro Mennea","ITA","28.06.52","Ciudad de M&eacute;xico","04.09.1979","Ciudad de M&eacute;xico 04.09.1979"
"2564",2532,10.09,1.9,"Iv&aacute;n Garc&iacute;a","CUB","29.02.72","Ciudad de M&eacute;xico","08.05.1993","Ciudad de M&eacute;xico 08.05.1993"
"2015",2011,10.07,0.6,"Mike Roberson","USA","25.03.56","Ciudad de M&eacute;xico","08.09.1979","Ciudad de M&eacute;xico 08.09.1979"
"1069",1069,10.02,2,"Charles Greene","USA","21.03.45","Ciudad de M&eacute;xico","13.10.1968","Ciudad de M&eacute;xico 13.10.1968"
"413",413,9.95,0.3,"Jim Hines","USA","10.09.46","Ciudad de M&eacute;xico","14.10.1968","Ciudad de M&eacute;xico 14.10.1968"
"2487",2276,10.08,-1.3,"Jason Rogers","SKN","31.08.91","Ciudad de M&eacute;xico","15.08.2014","Ciudad de M&eacute;xico 15.08.2014"
"510",473,9.96,1.2,"Travis Padgett","USA","13.12.86","Clemson","10.05.2008","Clemson 10.05.2008"
"37",34,9.79,1.1,"Tyson Gay","USA","09.08.82","Clermont","04.06.2011","Clermont 04.06.2011"
"2759",2532,10.09,-0.4,"Derrick Atkins","BAH","05.01.84","Clermont","09.06.2012","Clermont 09.06.2012"
"1328",1202,10.03,1.5,"Gerald Phiri","ZAM","06.10.88","Clermont","10.05.2014","Clermont 10.05.2014"
"2442",2276,10.08,0.6,"Lerone Clarke","JAM","02.10.81","Clermont","11.06.2011","Clermont 11.06.2011"
"1351",1202,10.03,0.4,"Tyson Gay","USA","09.08.82","Clermont","14.05.2016","Clermont 14.05.2016"
"1481",1366,10.04,0.1,"Mark Jelks","USA","10.04.84","Clermont","14.06.2008","Clermont 14.06.2008"
"1549",1366,10.04,1.9,"Nickel Ashmeade","JAM","07.04.90","Clermont","18.04.2015","Clermont 18.04.2015"
"191",175,9.89,2,"Steve Mullings","JAM","29.11.82","Clermont","21.05.2011","Clermont 21.05.2011"
"1171",1069,10.02,1,"Alonso Edward","PAN","08.12.89","Clermont","26.04.2014","Clermont 26.04.2014"
"1349",1202,10.03,1.6,"Nickel Ashmeade","JAM","07.04.90","Clermont","30.04.2016","Clermont 30.04.2016"
"2012",2011,10.07,1.8,"Eddie Hart","USA","24.04.49","Colorado Springs","30.07.1978","Colorado Springs 30.07.1978"
"2137",2011,10.07,-0.4,"Trindon Holliday","USA","27.04.86","Columbia","26.05.2007","Columbia 26.05.2007"
"2489",2276,10.08,0.7,"Harry Adams","USA","27.11.89","Coral Gables","11.04.2015","Coral Gables 11.04.2015"
"2753",2532,10.09,0.1,"Nickel Ashmeade","JAM","07.04.90","Coral Gables","14.04.2012","Coral Gables 14.04.2012"
"2081",2011,10.07,1.6,"Eric Nkansah","GHA","12.12.74","Cuxhaven","22.07.1998","Cuxhaven 22.07.1998"
"912",834,10,0.3,"Walter Dix","USA","31.01.86","Daegu","12.05.2011","Daegu 12.05.2011"
"336",302,9.93,0.3,"Justin Gatlin","USA","10.02.82","Daegu","16.05.2012","Daegu 16.05.2012"
"116",104,9.86,0.1,"Usain Bolt","JAM","21.08.86","Daegu","19.05.2010","Daegu 19.05.2010"
"2417",2276,10.08,-0.3,"Nesta Carter","JAM","10.11.85","Daegu","25.09.2008","Daegu 25.09.2008"
"383",354,9.94,-0.6,"Tyson Gay","USA","09.08.82","Daegu","25.09.2009","Daegu 25.09.2009"
"285",264,9.92,-1.4,"Yohan Blake","JAM","26.12.89","Daegu","28.08.2011","Daegu 28.08.2011"
"2603",2532,10.09,0,"Seun Ogunkoya","NGR","28.12.77","Dakar","18.08.1998","Dakar 18.08.1998"
"366",354,9.94,0.1,"Seun Ogunkoya","NGR","28.12.77","Dakar","19.08.1998","Dakar 19.08.1998"
"2734",2532,10.09,0.8,"Aziz Ouhadi","MAR","24.07.84","Dakar","28.05.2011","Dakar 28.05.2011"
"834",834,10,0,"Carl Lewis","USA","01.07.61","Dallas","16.05.1981","Dallas 16.05.1981"
"523",473,9.96,1.4,"Harry Adams","USA","27.11.89","Des Moines","06.06.2012","Des Moines 06.06.2012"
"192",175,9.89,1.3,"Ngonidzashe Makusha","ZIM","11.03.87","Des Moines","10.06.2011","Des Moines 10.06.2011"
"195",175,9.89,1.1,"Justin Gatlin","USA","10.02.82","Des Moines","21.06.2013","Des Moines 21.06.2013"
"1505",1366,10.04,-1.5,"Walter Dix","USA","31.01.86","Des Moines","25.06.2010","Des Moines 25.06.2010"
"2535",2532,10.09,-0.5,"Harvey Glance","USA","28.03.57","Dresden","03.07.1986","Dresden 03.07.1986"
"1720",1581,10.05,0.8,"Richard Thompson","TTO","07.06.85","Dubnica nad V&aacute;hom","15.09.2011","Dubnica nad V&aacute;hom 15.09.2011"
"1029",954,10.01,0,"Nesta Carter","JAM","10.11.85","Dubnica nad V&aacute;hom","26.08.2012","Dubnica nad V&aacute;hom 26.08.2012"
"1225",1202,10.03,1.8,"Donovan Bailey","CAN","16.12.67","Duisburg","12.06.1994","Duisburg 12.06.1994"
"2030",2011,10.07,1.8,"Andre Cason","USA","20.01.69","Duisburg","25.08.1989","Duisburg 25.08.1989"
"875",834,10,1.3,"Frank Fredericks","NAM","02.10.67","Durban","11.04.2003","Durban 11.04.2003"
"955",954,10.01,1.8,"Leroy Burrell","USA","21.02.67","Durham","01.06.1990","Durham 01.06.1990"
"665",650,9.98,0.4,"Coby Miller","USA","19.10.76","Durham","02.06.2000","Durham 02.06.2000"
"1261",1202,10.03,1.2,"Bernard Williams","USA","19.01.78","Durham","03.06.2000","Durham 03.06.2000"
"1434",1366,10.04,1.8,"Kenny Brokenburr","USA","29.10.68","Durham","08.04.2000","Durham 08.04.2000"
"359",354,9.94,0.5,"Dennis Mitchell","USA","20.02.66","Durham","13.08.1994","Durham 13.08.1994"
"613",557,9.97,2,"Ngonidzashe Makusha","ZIM","11.03.87","Durham","23.04.2011","Durham 23.04.2011"
"2023",2011,10.07,0.3,"Lee McRae","USA","23.01.66","Durham","26.07.1987","Durham 26.07.1987"
"2132",2011,10.07,1,"Carlos Moore","USA","08.05.84","Eagle Rock","04.06.2006","Eagle Rock 04.06.2006"
"1026",954,10.01,0.7,"Ryan Bailey","USA","13.04.89","Eagle Rock","05.05.2012","Eagle Rock 05.05.2012"
"1795",1779,10.06,1.7,"Linford Christie","GBR","02.04.60","Edinburgh","02.07.1993","Edinburgh 02.07.1993"
"466",413,9.95,1.5,"Andre De Grasse","CAN","10.11.94","Edmonton","03.07.2015","Edmonton 03.07.2015"
"51",51,9.82,-0.2,"Maurice Greene","USA","23.07.74","Edmonton","05.08.2001","Edmonton 05.08.2001"
"1745",1581,10.05,-2.2,"Justin Gatlin","USA","10.02.82","Edmonton","06.07.2014","Edmonton 06.07.2014"
"831",728,9.99,-0.1,"Andre De Grasse","CAN","10.11.94","Edmonton","09.07.2016","Edmonton 09.07.2016"
"2500",2276,10.08,-0.4,"Nesta Carter","JAM","10.11.85","Edmonton","12.07.2015","Edmonton 12.07.2015"
"1729",1581,10.05,0,"Yohan Blake","JAM","26.12.89","Edmonton","16.06.2012","Edmonton 16.06.2012"
"1300",1202,10.03,1.6,"Churandy Martina","AHO","03.07.84","El Paso","10.04.2010","El Paso 10.04.2010"
"1219",1202,10.03,0.2,"Olapade Adeniken","NGR","19.08.69","El Paso","11.04.1992","El Paso 11.04.1992"
"1823",1779,10.06,0.3,"Kareem Streete-Thompson","USA","30.03.73","El Paso","12.04.1997","El Paso 12.04.1997"
"892",834,10,0.8,"Churandy Martina","AHO","03.07.84","El Paso","12.04.2008","El Paso 12.04.2008"
"1465",1366,10.04,1.9,"Churandy Martina","AHO","03.07.84","El Paso","15.04.2006","El Paso 15.04.2006"
"415",413,9.95,1.9,"Olapade Adeniken","NGR","19.08.69","El Paso","16.04.1994","El Paso 16.04.1994"
"1204",1202,10.03,1.6,"James Sanford","USA","27.12.57","El Paso","19.04.1980","El Paso 19.04.1980"
"299",264,9.92,0.9,"Jak Ali Harvey","TUR","05.04.89","Erzurum","12.06.2016","Erzurum 12.06.2016"
"267",264,9.92,0.8,"Ato Boldon","TTO","30.12.73","Eugene","01.06.1996","Eugene 01.06.1996"
"2011",2011,10.07,1.7,"Clancy Edwards","USA","09.08.55","Eugene","02.06.1978","Eugene 02.06.1978"
"2366",2276,10.08,0,"Justin Gatlin","USA","10.02.82","Eugene","02.06.2001","Eugene 02.06.2001"
"218",198,9.9,1.3,"Justin Gatlin","USA","10.02.82","Eugene","02.06.2012","Eugene 02.06.2012"
"409",354,9.94,1.2,"Trayvon Bromell","USA","10.07.95","Eugene","02.07.2016","Eugene 02.07.2016"
"47",41,9.8,1.6,"Justin Gatlin","USA","10.02.82","Eugene","03.07.2016","Eugene 03.07.2016"
"1209",1202,10.03,0.4,"Joe DeLoach","USA","05.06.67","Eugene","04.06.1988","Eugene 04.06.1988"
"42",41,9.8,1.3,"Steve Mullings","JAM","29.11.82","Eugene","04.06.2011","Eugene 04.06.2011"
"624",557,9.97,1.9,"Dentarius Locke","USA","12.12.89","Eugene","05.06.2013","Eugene 05.06.2013"
"935",834,10,1.6,"Trentavis Friday","USA","05.06.95","Eugene","05.07.2014","Eugene 05.07.2014"
"2281",2276,10.08,1.3,"Carl Lewis","USA","01.07.61","Eugene","07.06.1986","Eugene 07.06.1986"
"381",354,9.94,1.7,"Mike Rodgers","USA","24.04.85","Eugene","07.06.2009","Eugene 07.06.2009"
"2150",2011,10.07,-0.5,"Darrel Brown","TTO","11.10.84","Eugene","08.06.2008","Eugene 08.06.2008"
"549",473,9.96,1.6,"Senoj-Jay Givans","JAM","30.12.93","Eugene","08.06.2016","Eugene 08.06.2016"
"226",198,9.9,1.7,"Trayvon Bromell","USA","10.07.95","Eugene","10.06.2015","Eugene 10.06.2015"
"630",557,9.97,1.8,"Trayvon Bromell","USA","10.07.95","Eugene","13.06.2014","Eugene 13.06.2014"
"154",151,9.88,1.8,"Shawn Crawford","USA","14.01.78","Eugene","19.06.2004","Eugene 19.06.2004"
"207",198,9.9,0.3,"Maurice Greene","USA","23.07.74","Eugene","21.06.2001","Eugene 21.06.2001"
"447",413,9.95,1.3,"Mike Rodgers","USA","24.04.85","Eugene","23.06.2011","Eugene 23.06.2011"
"220",198,9.9,1.7,"Justin Gatlin","USA","10.02.82","Eugene","23.06.2012","Eugene 23.06.2012"
"876",834,10,0.5,"Kim Collins","SKN","05.04.76","Eugene","24.05.2003","Eugene 24.05.2003"
"867",834,10,1.9,"Coby Miller","USA","19.10.76","Eugene","24.06.2000","Eugene 24.06.2000"
"387",354,9.94,1.3,"Walter Dix","USA","31.01.86","Eugene","24.06.2011","Eugene 24.06.2011"
"43",41,9.8,1.8,"Justin Gatlin","USA","10.02.82","Eugene","24.06.2012","Eugene 24.06.2012"
"1097",1069,10.02,0.8,"Brian Lewis","USA","05.12.74","Eugene","25.06.1999","Eugene 25.06.1999"
"80",69,9.84,1.3,"Trayvon Bromell","USA","10.07.95","Eugene","25.06.2015","Eugene 25.06.2015"
"146",131,9.87,0,"Tyson Gay","USA","09.08.82","Eugene","26.06.2015","Eugene 26.06.2015"
"22",19,9.77,1.6,"Tyson Gay","USA","09.08.82","Eugene","28.06.2008","Eugene 28.06.2008"
"1485",1366,10.04,0.5,"Darvis Patton","USA","04.12.77","Eugene","29.06.2008","Eugene 29.06.2008"
"2006",1779,10.06,2,"Quentin Butler","USA","18.09.92","Eugene","29.07.2016","Eugene 29.07.2016"
"1811",1779,10.06,1,"Ato Boldon","TTO","30.12.73","Eugene","30.05.1996","Eugene 30.05.1996"
"171",151,9.88,1.5,"Tyson Gay","USA","09.08.82","Eugene","30.05.2015","Eugene 30.05.2015"
"1655",1581,10.05,1.4,"Leonard Scott","USA","19.01.80","Eugene","31.05.2001","Eugene 31.05.2001"
"898",834,10,1.4,"Trindon Holliday","USA","27.04.86","Fayetteville","10.06.2009","Fayetteville 10.06.2009"
"900",834,10,0.3,"Trindon Holliday","USA","27.04.86","Fayetteville","12.06.2009","Fayetteville 12.06.2009"
"845",834,10,1.6,"Vincent Henderson","USA","20.10.72","Fayetteville","13.04.1996","Fayetteville 13.04.1996"
"827",728,9.99,2,"Omar McLeod","JAM","25.04.94","Fayetteville","23.04.2016","Fayetteville 23.04.2016"
"602",557,9.97,1.9,"Richard Thompson","TTO","07.06.85","Fayetteville","31.05.2008","Fayetteville 31.05.2008"
"1649",1581,10.05,1,"Kaaron Conwright","USA","08.08.76","Flagstaff","08.07.2000","Flagstaff 08.07.2000"
"574",557,9.97,1.5,"Seun Ogunkoya","NGR","28.12.77","Formia","13.07.1997","Formia 13.07.1997"
"2490",2276,10.08,1.4,"Ronnie Baker","USA","15.10.93","Fort Worth","02.05.2015","Fort Worth 02.05.2015"
"2107",2011,10.07,2,"Marcus Brunson","USA","24.04.78","Fort-de-France","26.04.2003","Fort-de-France 26.04.2003"
"2627",2532,10.09,1.6,"Brian Lewis","USA","05.12.74","Fort-de-France","27.04.2002","Fort-de-France 27.04.2002"
"1273",1202,10.03,1.4,"Maurice Greene","USA","23.07.74","Fort-de-France","30.04.2005","Fort-de-France 30.04.2005"
"1301",1202,10.03,0.6,"Christophe Lemaitre","FRA","11.06.90","Franconville","23.05.2010","Franconville 23.05.2010"
"1806",1779,10.06,1.7,"Terrance Bowen","USA","15.09.71","Fresno","01.04.1995","Fresno 01.04.1995"
"1800",1779,10.06,0,"Linford Christie","GBR","02.04.60","Fukuoka","18.09.1993","Fukuoka 18.09.1993"
"2817",2532,10.09,0.3,"Yoshihide Kiryu","JPN","15.12.95","Fuse","18.10.2015","Fuse 18.10.2015"
"2705",2532,10.09,0.9,"James Dasaolu","GBR","05.09.87","G&eacute;n&egrave;ve","06.06.2009","G&eacute;n&egrave;ve 06.06.2009"
"1906",1779,10.06,0.7,"Tyrone Edgar","GBR","29.03.82","G&eacute;n&egrave;ve","31.05.2008","G&eacute;n&egrave;ve 31.05.2008"
"1395",1366,10.04,-0.5,"Ato Boldon","TTO","30.12.73","G&ouml;teborg","05.08.1995","G&ouml;teborg 05.08.1995"
"570",557,9.97,1,"Donovan Bailey","CAN","16.12.67","G&ouml;teborg","06.08.1995","G&ouml;teborg 06.08.1995"
"783",728,9.99,1.3,"Francis Obikwelu","POR","22.11.78","G&ouml;teborg","08.08.2006","G&ouml;teborg 08.08.2006"
"1547",1366,10.04,0.4,"Diondre Batson","USA","13.07.92","Gainesville","03.04.2015","Gainesville 03.04.2015"
"1790",1779,10.06,2,"Dennis Mitchell","USA","20.02.66","Gainesville","08.04.1989","Gainesville 08.04.1989"
"1778",1779,10.06,-0.2,"Mel Lattany","USA","10.08.59","Gainesville","16.05.1981","Gainesville 16.05.1981"
"1007",954,10.01,1.1,"Trindon Holliday","USA","27.04.86","Gainesville","17.05.2009","Gainesville 17.05.2009"
"2475",2276,10.08,-0.5,"Gerald Phiri","ZAM","06.10.88","Gainesville","19.04.2014","Gainesville 19.04.2014"
"1959",1779,10.06,0.8,"Justin Gatlin","USA","10.02.82","Gainesville","20.04.2013","Gainesville 20.04.2013"
"262",228,9.91,0.6,"Femi Ogunode","QAT","31.01.91","Gainesville","22.04.2016","Gainesville 22.04.2016"
"1042",954,10.01,1.5,"Keston Bledman","TTO","08.03.88","Gainesville","24.04.2015","Gainesville 24.04.2015"
"1897",1779,10.06,-0.6,"Walter Dix","USA","31.01.86","Gainesville","25.05.2007","Gainesville 25.05.2007"
"1685",1581,10.05,0.1,"Walter Dix","USA","31.01.86","Gainesville","26.05.2007","Gainesville 26.05.2007"
"384",354,9.94,-1.7,"Tyson Gay","USA","09.08.82","Gateshead","10.07.2010","Gateshead 10.07.2010"
"20",19,9.77,1.5,"Asafa Powell","JAM","23.11.82","Gateshead","11.06.2006","Gateshead 11.06.2006"
"2209",2011,10.07,0.6,"Christophe Lemaitre","FRA","11.06.90","Gateshead","21.06.2013","Gateshead 21.06.2013"
"1644",1581,10.05,-0.2,"Dwain Chambers","GBR","05.04.78","Gateshead","27.06.1999","Gateshead 27.06.1999"
"2299",2276,10.08,0.4,"Linford Christie","GBR","02.04.60","Gateshead","30.07.1993","Gateshead 30.07.1993"
"139",131,9.87,0.7,"Asafa Powell","JAM","23.11.82","Gateshead","31.08.2008","Gateshead 31.08.2008"
"2800",2532,10.09,0.6,"Richard Kilty","GBR","01.09.89","Gavardo","17.05.2015","Gavardo 17.05.2015"
"78",69,9.84,0.5,"Yohan Blake","JAM","26.12.89","George Town","09.05.2012","George Town 09.05.2012"
"1764",1581,10.05,0.1,"Usain Bolt","JAM","21.08.86","George Town","14.05.2016","George Town 14.05.2016"
"2775",2532,10.09,0.3,"Usain Bolt","JAM","21.08.86","Georgetown","08.05.2013","Georgetown 08.05.2013"
"2347",2276,10.08,-0.1,"Matthew Quinn","RSA","17.04.76","Germiston","06.04.1999","Germiston 06.04.1999"
"2554",2532,10.09,0.3,"Frank Fredericks","NAM","02.10.67","Germiston","24.04.1992","Germiston 24.04.1992"
"631",557,9.97,0.3,"Nickel Ashmeade","JAM","07.04.90","Glasgow","11.07.2014","Glasgow 11.07.2014"
"937",834,10,-0.5,"Kemar Bailey-Cole","JAM","10.01.92","Glasgow","28.07.2014","Glasgow 28.07.2014"
"2637",2532,10.09,1.2,"Matthew Shirvington","AUS","25.10.78","Gold Coast","12.04.2003","Gold Coast 12.04.2003"
"1833",1779,10.06,0,"Tim Montgomery","USA","28.01.75","Gosier","03.05.1998","Gosier 03.05.1998"
"2252",2011,10.07,1.9,"Christopher Belcher","USA","29.01.94","Greensboro","07.05.2016","Greensboro 07.05.2016"
"1765",1581,10.05,1,"Ben Youssef Meit&eacute;","CIV","11.11.86","Greensboro","15.05.2016","Greensboro 15.05.2016"
"1553",1366,10.04,1.5,"Calesio Newman","USA","20.08.86","Greensboro","17.05.2015","Greensboro 17.05.2015"
"2453",2276,10.08,-2.2,"Calesio Newman","USA","20.08.86","Greensboro","21.04.2012","Greensboro 21.04.2012"
"805",728,9.99,0.3,"Isiah Young","USA","05.01.90","Greensboro","23.05.2013","Greensboro 23.05.2013"
"1733",1581,10.05,1.6,"Dentarius Locke","USA","12.12.89","Greensboro","24.05.2013","Greensboro 24.05.2013"
"2394",2276,10.08,0.7,"J-Mee Samuels","USA","20.05.87","Greensboro","24.07.2005","Greensboro 24.07.2005"
"1891",1779,10.06,1.8,"Travis Padgett","USA","13.12.86","Greensboro","26.05.2006","Greensboro 26.05.2006"
"888",834,10,1,"Travis Padgett","USA","13.12.86","Greensboro","27.05.2006","Greensboro 27.05.2006"
"1925",1779,10.06,1.3,"Jeffery Demps","USA","08.01.90","Greensboro","28.05.2010","Greensboro 28.05.2010"
"1493",1366,10.04,0.9,"Jacoby Ford","USA","27.07.87","Greensboro","30.05.2009","Greensboro 30.05.2009"
"650",650,9.98,0.6,"Silvio Leonard","CUB","20.09.55","Guadalajara","11.08.1977","Guadalajara 11.08.1977"
"916",834,10,0.4,"Kim Collins","SKN","05.04.76","Guadalajara","24.10.2011","Guadalajara 24.10.2011"
"1025",954,10.01,0.2,"Lerone Clarke","JAM","02.10.81","Guadalajara","25.10.2011","Guadalajara 25.10.2011"
"641",557,9.97,0,"Akani Simbine","RSA","21.09.93","Gwangju","09.07.2015","Gwangju 09.07.2015"
"2447",2276,10.08,1.8,"Walter Dix","USA","31.01.86","Halifax","10.07.2011","Halifax 10.07.2011"
"1459",1366,10.04,1.2,"Abdul Aziz Zakari","GHA","02.09.76","Hani&aacute;","06.06.2005","Hani&aacute; 06.06.2005"
"1852",1779,10.06,1.4,"Tim Montgomery","USA","28.01.75","Hani&aacute;","14.06.2000","Hani&aacute; 14.06.2000"
"2307",2276,10.08,0.7,"Linford Christie","GBR","02.04.60","Helsinki","07.08.1994","Helsinki 07.08.1994"
"155",151,9.88,0.4,"Justin Gatlin","USA","10.02.82","Helsinki","07.08.2005","Helsinki 07.08.2005"
"2018",2011,10.07,-0.3,"Carl Lewis","USA","01.07.61","Helsinki","08.08.1983","Helsinki 08.08.1983"
"1853",1779,10.06,0.4,"Brian Lewis","USA","05.12.74","Helsinki","15.06.2000","Helsinki 15.06.2000"
"1626",1581,10.05,-0.4,"Frank Fredericks","NAM","02.10.67","Helsinki","18.06.1997","Helsinki 18.06.1997"
"132",131,9.87,1.9,"Frank Fredericks","NAM","02.10.67","Helsinki","25.06.1996","Helsinki 25.06.1996"
"2763",2532,10.09,-0.7,"Christophe Lemaitre","FRA","11.06.90","Helsinki","28.06.2012","Helsinki 28.06.2012"
"607",557,9.97,-0.1,"Churandy Martina","AHO","03.07.84","Hengelo","01.06.2009","Hengelo 01.06.2009"
"2303",2276,10.08,0.9,"Leroy Burrell","USA","21.02.67","Hengelo","04.06.1994","Hengelo 04.06.1994"
"463",413,9.95,1.4,"Richard Thompson","TTO","07.06.85","Hengelo","08.06.2014","Hengelo 08.06.2014"
"2508",2276,10.08,1.2,"Churandy Martina","NED","03.07.84","Hengelo","22.05.2016","Hengelo 22.05.2016"
"2801",2532,10.09,-0.3,"Chijindu Ujah","GBR","05.03.94","Hengelo","24.05.2015","Hengelo 24.05.2015"
"1712",1581,10.05,0.3,"Kim Collins","SKN","05.04.76","Hengelo","29.05.2011","Hengelo 29.05.2011"
"1352",1202,10.03,1.1,"Yohan Blake","JAM","26.12.89","Herzogenaurach","14.05.2016","Herzogenaurach 14.05.2016"
"1061",954,10.01,1.9,"Richard Kilty","GBR","01.09.89","Hexham","16.07.2016","Hexham 16.07.2016"
"1056",954,10.01,1.8,"Yoshihide Kiryu","JPN","15.12.95","Hiratsuka","11.06.2016","Hiratsuka 11.06.2016"
"2708",2532,10.09,1.8,"Naoki Tsukahara","JPN","10.05.85","Hiroshima","27.06.2009","Hiroshima 27.06.2009"
"1031",954,10.01,0.9,"Yoshihide Kiryu","JPN","15.12.95","Hiroshima","28.04.2013","Hiroshima 28.04.2013"
"2170",2011,10.07,1.9,"Masashi Eriguchi","JPN","17.12.88","Hiroshima","28.06.2009","Hiroshima 28.06.2009"
"1423",1366,10.04,1.6,"Obadele Thompson","BAR","30.03.76","Hiroshima","29.04.1999","Hiroshima 29.04.1999"
"2455",2276,10.08,2,"Ryota Yamagata","JPN","10.06.92","Hiroshima","29.04.2012","Hiroshima 29.04.2012"
"1589",1581,10.05,1.4,"Carl Lewis","USA","01.07.61","Houston","04.05.1988","Houston 04.05.1988"
"728",728,9.99,1.3,"Carl Lewis","USA","01.07.61","Houston","06.05.1984","Houston 06.05.1984"
"1780",1779,10.06,-0.6,"Carl Lewis","USA","01.07.61","Houston","07.05.1983","Houston 07.05.1983"
"1389",1366,10.04,1.2,"Carl Lewis","USA","01.07.61","Houston","07.05.1994","Houston 07.05.1994"
"354",354,9.94,0.8,"Leroy Burrell","USA","21.02.67","Houston","16.06.1989","Houston 16.06.1989"
"1584",1581,10.05,0,"Carl Lewis","USA","01.07.61","Houston","22.03.1985","Houston 22.03.1985"
"1201",1069,10.02,-0.3,"Andre De Grasse","CAN","10.11.94","Houston","23.07.2016","Houston 23.07.2016"
"1698",1581,10.05,1.9,"Ryan Bailey","USA","13.04.89","Hutchinson","22.05.2009","Hutchinson 22.05.2009"
"2165",2011,10.07,1.3,"Ryan Bailey","USA","13.04.89","Hutchinson","23.05.2009","Hutchinson 23.05.2009"
"346",302,9.93,0.4,"Femi Ogunode","QAT","31.01.91","Incheon","28.09.2014","Incheon 28.09.2014"
"2528",2532,10.09,-1.7,"Carl Lewis","USA","01.07.61","Indianapolis","02.07.1982","Indianapolis 02.07.1982"
"269",264,9.92,0.8,"Jon Drummond","USA","09.09.68","Indianapolis","12.06.1997","Indianapolis 12.06.1997"
"200",198,9.9,0.2,"Maurice Greene","USA","23.07.74","Indianapolis","13.06.1997","Indianapolis 13.06.1997"
"474",473,9.96,0.4,"Carl Lewis","USA","01.07.61","Indianapolis","15.07.1988","Indianapolis 15.07.1988"
"680",650,9.98,1.9,"Tyson Gay","USA","09.08.82","Indianapolis","21.06.2007","Indianapolis 21.06.2007"
"73",69,9.84,-0.5,"Tyson Gay","USA","09.08.82","Indianapolis","22.06.2007","Indianapolis 22.06.2007"
"2134",2011,10.07,-1.2,"Tyson Gay","USA","09.08.82","Indianapolis","23.06.2006","Indianapolis 23.06.2006"
"1582",1581,10.05,1.7,"Calvin Smith","USA","08.01.61","Indianapolis","25.07.1982","Indianapolis 25.07.1982"
"2118",2011,10.07,0.6,"Deji Aliu","NGR","22.11.75","Ir&aacute;klio","04.07.2004","Ir&aacute;klio 04.07.2004"
"1950",1779,10.06,0.9,"Jason Rogers","SKN","31.08.91","Irapuato","06.07.2012","Irapuato 06.07.2012"
"2423",2276,10.08,1.3,"Ramil Guliyev","AZE","29.05.90","Istanbul","13.06.2009","Istanbul 13.06.2009"
"1751",1581,10.05,1.8,"Tevin Hester","USA","10.01.94","Jacksonville","28.05.2015","Jacksonville 28.05.2015"
"2568",2532,10.09,0.6,"Davidson Ezinwa","NGR","22.11.71","Jena","03.06.1994","Jena 03.06.1994"
"1417",1366,10.04,1.9,"Davidson Ezinwa","NGR","22.11.71","Jena","24.05.1998","Jena 24.05.1998"
"1825",1779,10.06,1.8,"Davidson Ezinwa","NGR","22.11.71","Jena","25.05.1997","Jena 25.05.1997"
"134",131,9.87,-0.2,"Obadele Thompson","BAR","30.03.76","Johannesburg","11.09.1998","Johannesburg 11.09.1998"
"759",728,9.99,0,"Leonard Myles-Mills","GHA","09.05.73","Johannesburg","15.09.1999","Johannesburg 15.09.1999"
"1789",1779,10.06,2,"Johan Rossouw","RSA","20.10.65","Johannesburg","23.04.1988","Johannesburg 23.04.1988"
"571",557,9.97,0.1,"Linford Christie","GBR","02.04.60","Johannesburg","23.09.1995","Johannesburg 23.09.1995"
"486",473,9.96,0.4,"Frank Fredericks","NAM","02.10.67","Johannesburg","27.03.1998","Johannesburg 27.03.1998"
"1942",1779,10.06,1.8,"Simon Magakwe","RSA","25.05.85","Johannesburg","27.04.2012","Johannesburg 27.04.2012"
"2476",2276,10.08,1.7,"Maurice Mitchell","USA","22.02.89","Joplin","25.04.2014","Joplin 25.04.2014"
"1964",1779,10.06,1.2,"Jacques Harvey","JAM","05.04.89","K&oslash;benhavn","01.08.2013","K&oslash;benhavn 01.08.2013"
"2357",2276,10.08,0.2,"Obadele Thompson","BAR","30.03.76","K&ouml;ln","08.08.1999","K&ouml;ln 08.08.1999"
"2539",2532,10.09,0,"Calvin Smith","USA","08.01.61","K&ouml;ln","16.08.1987","K&ouml;ln 16.08.1987"
"1244",1202,10.03,0.2,"Donovan Bailey","CAN","16.12.67","K&ouml;ln","16.08.1996","K&ouml;ln 16.08.1996"
"752",728,9.99,-0.7,"Donovan Bailey","CAN","16.12.67","K&ouml;ln","24.08.1997","K&ouml;ln 24.08.1997"
"1843",1779,10.06,1.1,"Innocent Asonze","NGR","30.12.72","K&ouml;nigs Wusterhausen","30.08.1998","K&ouml;nigs Wusterhausen 30.08.1998"
