"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"187",187,10.87,"+1.9","Marlies G&ouml;hr","GDR","21.03.58","Dresden","26.07.1984","Dresden 26.07.1984"
"304",293,10.91,"+0.7","Merlene Ottey","JAM","10.05.60","Duisburg","12.06.1991","Duisburg 12.06.1991"
"624",592,10.97,"+1.2","Debbie Ferguson-McKenzie","BAH","16.01.76","Durban","11.04.2003","Durban 11.04.2003"
"1618",1545,11.07,"+1.6","Geraldine Pillay","RSA","25.08.77","Durban","16.04.2005","Durban 16.04.2005"
"1835",1696,11.08,"+1.8","Murielle Ahour&eacute;","CIV","23.08.87","Durban","22.06.2016","Durban 22.06.2016"
"801",722,10.99,"+2.0","Murielle Ahour&eacute;","CIV","23.08.87","Durban","23.06.2016","Durban 23.06.2016"
"1604",1545,11.07,"+1.2","Marion Jones","USA","12.10.75","Durham","03.04.1999","Durham 03.04.1999"
"196",187,10.87,"0.0","Gwen Torrence","USA","12.06.65","Durham","13.08.1994","Durham 13.08.1994"
"1404",1395,11.06,"+0.8","Gail Devers","USA","19.11.66","Durham","26.07.1987","Durham 26.07.1987"
"621",592,10.97,"-1.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Edmonton","05.08.2001","Edmonton 05.08.2001"
"91",82,10.82,"-0.3","Zhanna Block","UKR","06.07.72","Edmonton","06.08.2001","Edmonton 06.08.2001"
"1369",1292,11.05,"+1.3","Sherri-Ann Brooks","JAM","11.02.83","Edmonton","16.06.2012","Edmonton 16.06.2012"
"913",888,11.01,"0.0","Inger Miller","USA","12.06.72","Edwardsville","25.07.1998","Edwardsville 25.07.1998"
"1117",1084,11.03,"-0.6","Peta-Gaye Dowdie","JAM","18.01.77","El Paso","10.04.1999","El Paso 10.04.1999"
"2018",2,10.7,"+1.3","Blessing Okagbare","NGR","10.09.88","El Paso","10.04.2010","El Paso 10.04.2010"
"231",231,10.89,"+0.7","Marlies G&ouml;hr","GDR","21.03.58","Erfurt","01.06.1984","Erfurt 01.06.1984"
"1843",1853,11.09,"+0.4","Marlies G&ouml;hr","GDR","21.03.58","Erfurt","01.08.1981","Erfurt 01.08.1981"
"525",525,10.96,"+0.9","Marlies G&ouml;hr","GDR","21.03.58","Erfurt","12.05.1984","Erfurt 12.05.1984"
"1139",1084,11.03,"+1.5","Maria Karastam&aacute;ti","GRE","10.12.84","Erfurt","16.07.2005","Erfurt 16.07.2005"
"1106",1084,11.03,"+1.4","D'Andre Hill","USA","19.04.73","Eugene","01.06.1996","Eugene 01.06.1996"
"286",258,10.9,"+1.8","English Gardner","USA","22.04.92","Eugene","02.07.2016","Eugene 02.07.2016"
"44",38,10.78,"+0.8","Veronica Campbell-Brown","JAM","16.05.82","Eugene","03.07.2010","Eugene 03.07.2010"
"24",22,10.74,"+1.0","English Gardner","USA","22.04.92","Eugene","03.07.2016","Eugene 03.07.2016"
"9",7,10.7,"+2.0","Carmelita Jeter","USA","24.11.79","Eugene","04.06.2011","Eugene 04.06.2011"
"578",525,10.96,"+0.9","English Gardner","USA","22.04.92","Eugene","07.06.2013","Eugene 07.06.2013"
"452",423,10.94,"+1.3","Torri Edwards","USA","31.01.77","Eugene","08.06.2008","Eugene 08.06.2008"
"1271",1188,11.04,"+0.6","Morolake Akinosun","USA","17.05.94","Eugene","11.06.2014","Eugene 11.06.2014"
"1176",1084,11.03,"+2.0","Jenna Prandini","USA","20.11.92","Eugene","11.06.2015","Eugene 11.06.2015"
"1336",1292,11.05,"+1.6","Inger Miller","USA","12.06.72","Eugene","19.06.2004","Eugene 19.06.2004"
"1685",1696,11.08,"+2.0","Brenda Morehead","USA","05.10.57","Eugene","21.06.1976","Eugene 21.06.1976"
"1326",1292,11.05,"+0.9","Chryste Gaines","USA","14.09.70","Eugene","22.06.2001","Eugene 22.06.2001"
"203",187,10.87,"+1.6","Marshevet Hooker","USA","25.09.84","Eugene","23.06.2011","Eugene 23.06.2011"
"363",333,10.92,"+0.9","Carmelita Jeter","USA","24.11.79","Eugene","23.06.2012","Eugene 23.06.2012"
"1130",1084,11.03,"+0.7","Chryste Gaines","USA","14.09.70","Eugene","24.05.2003","Eugene 24.05.2003"
"1258",1188,11.04,"+1.6","Alexandra Anderson","USA","28.01.87","Eugene","24.06.2011","Eugene 24.06.2011"
"1606",1545,11.07,"+0.7","Inger Miller","USA","12.06.72","Eugene","25.06.1999","Eugene 25.06.1999"
"876",806,11,"+1.8","Candyce McGrone","USA","24.03.89","Eugene","25.06.2015","Eugene 25.06.2015"
"542",525,10.96,"+1.8","Gwen Torrence","USA","12.06.65","Eugene","26.05.1996","Eugene 26.05.1996"
"842",806,11,"+1.8","Tayna Lawrence","JAM","17.09.75","Eugene","26.05.2002","Eugene 26.05.2002"
"58",51,10.79,"+1.5","English Gardner","USA","22.04.92","Eugene","26.06.2015","Eugene 26.06.2015"
"636",592,10.97,"+0.7","Carmelita Jeter","USA","24.11.79","Eugene","27.06.2008","Eugene 27.06.2008"
"1779",1696,11.08,"+1.4","Torri Edwards","USA","31.01.77","Eugene","28.05.2006","Eugene 28.05.2006"
"81",68,10.81,"+1.5","English Gardner","USA","22.04.92","Eugene","28.05.2016","Eugene 28.05.2016"
"42",38,10.78,"+1.8","Torri Edwards","USA","31.01.77","Eugene","28.06.2008","Eugene 28.06.2008"
"77",68,10.81,"+1.7","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Eugene","30.05.2015","Eugene 30.05.2015"
"1182",1188,11.04,"+0.6","Ingeborg Helten","FRG","31.12.50","F&uuml;rth","13.06.1976","F&uuml;rth 13.06.1976"
"1049",986,11.02,"+1.4","Alexandra Anderson","USA","28.01.87","Fayetteville","10.06.2009","Fayetteville 10.06.2009"
"1142",1084,11.03,"+1.4","Kerron Stewart","JAM","16.04.84","Fayetteville","14.05.2006","Fayetteville 14.05.2006"
"1939",1853,11.09,"+1.3","Christine Arron","FRA","13.09.73","Firenze","18.06.2005","Firenze 18.06.2005"
"1614",1545,11.07,"-1.3","Christine Arron","FRA","13.09.73","Firenze","21.06.2003","Firenze 21.06.2003"
"669",661,10.98,"0.0","Merlene Ottey","JAM","10.05.60","Formia","06.07.1990","Formia 06.07.1990"
"555",525,10.96,"+1.0","Eldece Clarke-Lewis","BAH","13.02.65","Fort-de-France","29.04.2000","Fort-de-France 29.04.2000"
"1385",1395,11.06,"+1.4","Annegret Richter","FRG","13.10.50","Frankfurt","14.08.1976","Frankfurt 14.08.1976"
"758",722,10.99,"+0.8","Christine Arron","FRA","13.09.73","G&eacute;n&egrave;ve","20.06.1998","G&eacute;n&egrave;ve 20.06.1998"
"1105",1084,11.03,"+0.8","Carlette Guidry","USA","04.09.68","G&ouml;teborg","05.08.1995","G&ouml;teborg 05.08.1995"
"1580",1545,11.07,"+0.9","Carlette Guidry","USA","04.09.68","G&ouml;teborg","06.08.1995","G&ouml;teborg 06.08.1995"
"128",123,10.84,"+1.4","Gwen Torrence","USA","12.06.65","G&ouml;teborg","07.08.1995","G&ouml;teborg 07.08.1995"
"1482",1395,11.06,"+1.8","Kim Gevaert","BEL","05.08.78","G&ouml;teborg","09.08.2006","G&ouml;teborg 09.08.2006"
"1893",1853,11.09,"-2.7","Gwen Torrence","USA","12.06.65","G&ouml;teborg","24.08.1994","G&ouml;teborg 24.08.1994"
"655",592,10.97,"-2.5","Michelle-Lee Ahye","TTO","10.04.92","Gainesville","03.04.2015","Gainesville 03.04.2015"
"1987",1853,11.09,"+1.2","Joanna Atkins","USA","31.01.89","Gainesville","04.04.2014","Gainesville 04.04.2014"
"1057",986,11.02,"+1.2","Octavious Freeman","USA","20.04.92","Gainesville","05.04.2013","Gainesville 05.04.2013"
"879",806,11,"+0.4","Simone Facey","JAM","07.05.85","Gainesville","22.04.2016","Gainesville 22.04.2016"
"711",661,10.98,"+0.2","Kelly-Ann Baptiste","TTO","14.10.86","Gainesville","24.04.2015","Gainesville 24.04.2015"
"407",377,10.93,"+1.2","Kelly-Ann Baptiste","TTO","14.10.86","Gateshead","10.07.2010","Gateshead 10.07.2010"
"1480",1395,11.06,"+0.1","Torri Edwards","USA","31.01.77","Gateshead","11.06.2006","Gateshead 11.06.2006"
"1638",1545,11.07,"-0.9","Carmelita Jeter","USA","24.11.79","Gateshead","31.08.2009","Gateshead 31.08.2009"
"1079",1084,11.03,"+2.0","Annegret Richter","FRG","13.10.50","Gelsenkirchen","25.06.1977","Gelsenkirchen 25.06.1977"
"1261",1188,11.04,"+0.2","Carmelita Jeter","USA","24.11.79","George Town","09.05.2012","George Town 09.05.2012"
"517",476,10.95,"+0.4","Carmelita Jeter","USA","24.11.79","Georgetown","08.05.2013","Georgetown 08.05.2013"
"1410",1395,11.06,"+1.0","Evette de Klerk","RSA","21.08.65","Germiston","20.04.1990","Germiston 20.04.1990"
"1593",1545,11.07,"+1.4","Christy Opara","NGR","02.05.70","Gladbeck","23.07.1997","Gladbeck 23.07.1997"
"963",888,11.01,"+0.3","Michelle-Lee Ahye","TTO","10.04.92","Glasgow","12.07.2014","Glasgow 12.07.2014"
"161",141,10.85,"+0.3","Blessing Okagbare","NGR","10.09.88","Glasgow","28.07.2014","Glasgow 28.07.2014"
"1507",1395,11.06,"+1.9","Murielle Ahour&eacute;","CIV","23.08.87","Greensboro","15.05.2011","Greensboro 15.05.2011"
"1819",1696,11.08,"+1.2","Ruddy Zang Milama","GAB","06.06.87","Greensboro","17.05.2015","Greensboro 17.05.2015"
"1965",1853,11.09,"-0.9","Murielle Ahour&eacute;","CIV","23.08.87","Greensboro","30.05.2009","Greensboro 30.05.2009"
"1361",1292,11.05,"+1.7","Yelena Nevmerzhitskaya","BLR","27.07.80","Grodno","27.06.2010","Grodno 27.06.2010"
"1290",1292,11.05,"0.0","Evelyn Ashford","USA","15.04.57","Grosseto","10.08.1986","Grosseto 10.08.1986"
"381",377,10.93,"+1.8","Ewa Kasprzyk","POL","07.09.57","Grudziadz","27.06.1986","Grudziadz 27.06.1986"
"335",333,10.92,"+1.2","Marlies G&ouml;hr","GDR","21.03.58","Halle","11.06.1985","Halle 11.06.1985"
"1873",1853,11.09,"+1.2","Evelyn Ashford","USA","15.04.57","Hamamatsu","13.05.1990","Hamamatsu 13.05.1990"
"1922",1853,11.09,"-0.8","Marina Kislova","RUS","07.02.78","Hani&aacute;","04.06.2001","Hani&aacute; 04.06.2001"
"391",377,10.93,"+1.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Hani&aacute;","14.06.2000","Hani&aacute; 14.06.2000"
"1321",1292,11.05,"+1.6","Zhanna Block","UKR","06.07.72","Hani&aacute;","28.07.1999","Hani&aacute; 28.07.1999"
"1203",1188,11.04,"+1.3","Ludmila Engquist","RUS","21.04.64","Hani&aacute;","31.05.1992","Hani&aacute; 31.05.1992"
"305",293,10.91,"+0.5","Katrin Krabbe","GER","22.11.69","Hannover","27.07.1991","Hannover 27.07.1991"
"761",722,10.99,"+0.3","Merlene Ottey","JAM","10.05.60","Hechtel","07.08.1999","Hechtel 07.08.1999"
"1307",1292,11.05,"+0.4","Merlene Ottey","JAM","10.05.60","Hechtel","19.07.1997","Hechtel 19.07.1997"
"906",888,11.01,"+0.9","Zhanna Block","UKR","06.07.72","Helsinki","07.08.1994","Helsinki 07.08.1994"
"1140",1084,11.03,"-0.8","Christine Arron","FRA","13.09.73","Helsinki","07.08.2005","Helsinki 07.08.2005"
"595",592,10.97,"-0.5","Marlies G&ouml;hr","GDR","21.03.58","Helsinki","08.08.1983","Helsinki 08.08.1983"
"1009",986,11.02,"+0.6","Irina Privalova","RUS","12.11.68","Helsinki","08.08.1994","Helsinki 08.08.1994"
"400",377,10.93,"+1.3","Lauryn Williams","USA","11.09.83","Helsinki","08.08.2005","Helsinki 08.08.2005"
"170",163,10.86,"-0.2","Marion Jones","USA","12.10.75","Helsinki","13.06.1998","Helsinki 13.06.1998"
"1537",1545,11.07,"+1.0","Marlies G&ouml;hr","GDR","21.03.58","Helsinki","13.08.1977","Helsinki 13.08.1977"
"901",888,11.01,"+0.2","Irina Privalova","RUS","12.11.68","Helsinki","27.06.1991","Helsinki 27.06.1991"
"1510",1395,11.06,"+1.7","Ivet Lalova-Collio","BUL","18.05.84","Helsinki","27.06.2012","Helsinki 27.06.2012"
"1008",986,11.02,"+0.1","Merlene Ottey","JAM","10.05.60","Helsinki","29.06.1994","Helsinki 29.06.1994"
"823",806,11,"+1.6","Merlene Ottey","JAM","10.05.60","Hengelo","05.06.1995","Hengelo 05.06.1995"
"602",592,10.97,"+0.9","Merlene Ottey","JAM","10.05.60","Hengelo","12.08.1990","Hengelo 12.08.1990"
"468",423,10.94,"+1.8","Dafne Schippers","NED","15.06.92","Hengelo","24.05.2015","Hengelo 24.05.2015"
"1363",1292,11.05,"+1.7","Schillonie Calvert","JAM","27.07.88","Hengelo","29.05.2011","Hengelo 29.05.2011"
"331",293,10.91,"+1.2","Tori Bowie","USA","27.08.90","Herzogenaurach","14.05.2016","Herzogenaurach 14.05.2016"
"111",98,10.83,"+0.4","Zhanna Block","UKR","06.07.72","Heusden-Zolder","20.07.2002","Heusden-Zolder 20.07.2002"
"1144",1084,11.03,"+1.5","LaTasha Jenkins","USA","19.12.77","Heusden-Zolder","22.07.2006","Heusden-Zolder 22.07.2006"
"1856",1853,11.09,"0.0","Evelyn Ashford","USA","15.04.57","Houston","03.08.1986","Houston 03.08.1986"
"303",293,10.91,"+1.6","Dawn Sowell","USA","27.03.66","Houston","16.06.1989","Houston 16.06.1989"
"348",333,10.92,"+0.1","Marion Jones","USA","12.10.75","Indianapolis","12.06.1997","Indianapolis 12.06.1997"
"610",592,10.97,"-1.1","Marion Jones","USA","12.10.75","Indianapolis","13.06.1997","Indianapolis 13.06.1997"
"426",423,10.94,"+1.6","Merlene Ottey","JAM","10.05.60","Indianapolis","15.06.1985","Indianapolis 15.06.1985"
"1",1,10.49,"0.0","Florence Griffith-Joyner","USA","21.12.59","Indianapolis","16.07.1988","Indianapolis 16.07.1988"
"810",806,11,"-0.3","Diane Williams","USA","14.12.60","Indianapolis","17.06.1983","Indianapolis 17.06.1983"
"2",2,10.61,"+1.2","Florence Griffith-Joyner","USA","21.12.59","Indianapolis","17.07.1988","Indianapolis 17.07.1988"
"1185",1188,11.04,"-0.5","Evelyn Ashford","USA","15.04.57","Indianapolis","18.06.1983","Indianapolis 18.06.1983"
"935",888,11.01,"+0.6","Torri Edwards","USA","31.01.77","Indianapolis","21.06.2007","Indianapolis 21.06.2007"
"1040",986,11.02,"-0.9","Torri Edwards","USA","31.01.77","Indianapolis","22.06.2007","Indianapolis 22.06.2007"
"1183",1188,11.04,"+1.8","Evelyn Ashford","USA","15.04.57","Indianapolis","25.07.1982","Indianapolis 25.07.1982"
"1474",1395,11.06,"-0.4","Yuliya Nesterenko","BLR","15.06.79","Ir&aacute;klio","04.07.2004","Ir&aacute;klio 04.07.2004"
"1554",1545,11.07,"+1.3","Merlene Ottey","JAM","10.05.60","Irvine","14.06.1987","Irvine 14.06.1987"
"1018",986,11.02,"+1.2","Merlene Ottey","JAM","10.05.60","Istanbul","30.05.1998","Istanbul 30.05.1998"
"1800",1696,11.08,"+1.5","Ivet Lalova-Collio","BUL","18.05.84","Izmir","21.05.2011","Izmir 21.05.2011"
"1169",1084,11.03,"+1.7","Remona Burchell","JAM","15.09.91","Jacksonville","30.05.2014","Jacksonville 30.05.2014"
"918",888,11.01,"+1.3","Myriam Mani","CMR","21.05.77","Jena","03.06.2000","Jena 03.06.2000"
"1887",1853,11.09,"+0.1","Merlene Ottey","JAM","10.05.60","Jena","13.06.1993","Jena 13.06.1993"
"807",806,11,"+0.8","Marlies G&ouml;hr","GDR","21.03.58","Jena","17.05.1980","Jena 17.05.1980"
"526",525,10.96,"+0.8","Silke M&ouml;ller","GER","20.06.64","Jena","27.06.1986","Jena 27.06.1986"
"1084",1084,11.03,"-0.9","Marlies G&ouml;hr","GDR","21.03.58","Jena","28.05.1983","Jena 28.05.1983"
"1573",1545,11.07,"-0.2","Evelyn Ashford","USA","15.04.57","Jena","28.05.1992","Jena 28.05.1992"
"724",722,10.99,"+1.9","B&auml;rbel W&ouml;ckel","GDR","21.03.55","Jena","29.05.1982","Jena 29.05.1982"
"5",5,10.65,"+1.1","Marion Jones","USA","12.10.75","Johannesburg","12.09.1998","Johannesburg 12.09.1998"
"1122",1084,11.03,"+0.2","Mercy Nku","NGR","17.07.76","Johannesburg","15.09.1999","Johannesburg 15.09.1999"
"908",888,11.01,"+1.2","Irina Privalova","RUS","12.11.68","Johannesburg","23.09.1995","Johannesburg 23.09.1995"
"1205",1188,11.04,"-0.1","Gwen Torrence","USA","12.06.65","K&ouml;ln","01.08.1993","K&ouml;ln 01.08.1993"
"603",592,10.97,"-0.1","Gwen Torrence","USA","12.06.65","K&ouml;ln","08.09.1991","K&ouml;ln 08.09.1991"
"385",377,10.93,"0.0","Merlene Ottey","JAM","10.05.60","K&ouml;ln","16.08.1987","K&ouml;ln 16.08.1987"
"682",661,10.98,"+0.2","Merlene Ottey","JAM","10.05.60","K&ouml;ln","16.08.1996","K&ouml;ln 16.08.1996"
"1429",1395,11.06,"+0.6","Melanie Paschke","GER","29.06.70","K&ouml;ln","21.06.1996","K&ouml;ln 21.06.1996"
"487",476,10.95,"-0.1","Gwen Torrence","USA","12.06.65","K&ouml;ln","21.08.1994","K&ouml;ln 21.08.1994"
"984",986,11.02,"+0.8","Evelyn Ashford","USA","15.04.57","K&ouml;ln","23.08.1981","K&ouml;ln 23.08.1981"
"1948",1853,11.09,"+1.7","LaTasha Jenkins","USA","19.12.77","Kalam&aacute;ta","03.06.2006","Kalam&aacute;ta 03.06.2006"
"309",293,10.91,"+1.6","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Kalam&aacute;ta","22.05.1999","Kalam&aacute;ta 22.05.1999"
"211",210,10.88,"+1.9","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","06.07.1982","Karl-Marx-Stadt 06.07.1982"
"809",806,11,"+1.9","B&auml;rbel W&ouml;ckel","GDR","21.03.55","Karl-Marx-Stadt","09.07.1982","Karl-Marx-Stadt 09.07.1982"
"1287",1292,11.05,"+1.4","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","10.06.1979","Karl-Marx-Stadt 10.06.1979"
"1840",1853,11.09,"-0.4","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","10.08.1979","Karl-Marx-Stadt 10.08.1979"
"259",258,10.9,"+1.1","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","16.06.1983","Karl-Marx-Stadt 16.06.1983"
"999",986,11.02,"+0.4","Katrin Krabbe","GER","22.11.69","Karl-Marx-Stadt","16.06.1990","Karl-Marx-Stadt 16.06.1990"
"1555",1545,11.07,"-0.5","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","20.06.1987","Karl-Marx-Stadt 20.06.1987"
"1605",1545,11.07,"0.0","Merlene Ottey","JAM","10.05.60","Kassel","23.06.1999","Kassel 23.06.1999"
"1895",1853,11.09,"+0.4","Zhanna Block","UKR","06.07.72","Kiev","12.06.1995","Kiev 12.06.1995"
"2014",1,10.6,"0.0","Zhanna Block","UKR","06.07.72","Kiev","12.06.1997","Kiev 12.06.1997"
"1712",1696,11.08,"0.0","Maya Azarashvili","GEO","06.04.64","Kiev","14.08.1988","Kiev 14.08.1988"
"1301",1292,11.05,"+0.1","Irina Slyusar","UKR","19.03.63","Kiev","15.07.1992","Kiev 15.07.1992"
"1847",1853,11.09,"+1.1","Lyudmila Kondratyeva","RUS","11.04.58","Kiev","21.06.1984","Kiev 21.06.1984"
"821",806,11,"+0.5","Zhanna Block","UKR","06.07.72","Kiev","28.05.1994","Kiev 28.05.1994"
"457",423,10.94,"+1.4","Carmelita Jeter","USA","24.11.79","Kingston","01.05.2010","Kingston 01.05.2010"
"11",7,10.7,"+0.3","Elaine Thompson","JAM","28.06.92","Kingston","01.07.2016","Kingston 01.07.2016"
"357",333,10.92,"+1.2","Kerron Stewart","JAM","16.04.84","Kingston","02.05.2009","Kingston 02.05.2009"
"818",806,11,"+1.1","Merlene Ottey","JAM","10.05.60","Kingston","02.07.1993","Kingston 02.07.1993"
"567",525,10.96,"+0.9","Kerron Stewart","JAM","16.04.84","Kingston","03.05.2008","Kingston 03.05.2008"
"957",888,11.01,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Kingston","04.05.2013","Kingston 04.05.2013"
"2015",2,10.7,"+1.1","Juliet Cuthbert","JAM","09.04.64","Kingston","04.07.1992","Kingston 04.07.1992"
"1624",1545,11.07,"+1.6","Veronica Campbell-Brown","JAM","16.05.82","Kingston","05.05.2007","Kingston 05.05.2007"
"74",68,10.81,"+1.0","Carmelita Jeter","USA","24.11.79","Kingston","05.05.2012","Kingston 05.05.2012"
"1135",1084,11.03,"+0.8","Sherone Simpson","JAM","12.08.84","Kingston","07.05.2005","Kingston 07.05.2005"
"176",163,10.86,"+1.9","Carmelita Jeter","USA","24.11.79","Kingston","07.05.2011","Kingston 07.05.2011"
"1671",1545,11.07,"0.0","Elaine Thompson","JAM","28.06.92","Kingston","09.04.2016","Kingston 09.04.2016"
"656",592,10.97,"+0.2","Elaine Thompson","JAM","28.06.92","Kingston","09.05.2015","Kingston 09.05.2015"
"369",333,10.92,"+1.0","Elaine Thompson","JAM","28.06.92","Kingston","11.04.2015","Kingston 11.04.2015"
"2006",1853,11.09,"+0.6","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Kingston","11.06.2016","Kingston 11.06.2016"
"1650",1545,11.07,"-0.5","Carrie Russel","JAM","18.10.90","Kingston","13.04.2013","Kingston 13.04.2013"
"1309",1292,11.05,"+0.4","Inger Miller","USA","12.06.72","Kingston","19.09.1997","Kingston 19.09.1997"
"549",525,10.96,"+1.4","Merlene Ottey","JAM","10.05.60","Kingston","20.06.1997","Kingston 20.06.1997"
"1763",1696,11.08,"+0.4","Aleen Bailey","JAM","25.11.80","Kingston","20.06.2003","Kingston 20.06.2003"
"1919",1853,11.09,"+1.1","Merlene Ottey","JAM","10.05.60","Kingston","20.07.2000","Kingston 20.07.2000"
"1673",1545,11.07,"+0.6","Christania Williams","JAM","17.10.94","Kingston","21.05.2016","Kingston 21.05.2016"
"924",888,11.01,"-0.2","Veronica Campbell-Brown","JAM","16.05.82","Kingston","21.06.2002","Kingston 21.06.2002"
"579",525,10.96,"+0.9","Kerron Stewart","JAM","16.04.84","Kingston","21.06.2013","Kingston 21.06.2013"
"249",231,10.89,"+1.0","Veronica Campbell-Brown","JAM","16.05.82","Kingston","23.06.2007","Kingston 23.06.2007"
"92",82,10.82,"-0.7","Sherone Simpson","JAM","12.08.84","Kingston","24.06.2006","Kingston 24.06.2006"
"137",123,10.84,"+0.3","Veronica Campbell-Brown","JAM","16.05.82","Kingston","24.06.2011","Kingston 24.06.2011"
"629",592,10.97,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Kingston","25.06.2005","Kingston 25.06.2005"
"1473",1395,11.06,"-1.2","Veronica Campbell-Brown","JAM","16.05.82","Kingston","26.06.2004","Kingston 26.06.2004"
"59",51,10.79,"+0.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Kingston","26.06.2015","Kingston 26.06.2015"
"779",722,10.99,"+0.6","Kerron Stewart","JAM","16.04.84","Kingston","27.06.2008","Kingston 27.06.2008"
"224",210,10.88,"-1.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Kingston","27.06.2009","Kingston 27.06.2009"
"581",525,10.96,"-0.4","Veronica Campbell-Brown","JAM","16.05.82","Kingston","27.06.2014","Kingston 27.06.2014"
"432",423,10.94,"+1.7","Merlene Ottey","JAM","10.05.60","Kingston","28.06.1991","Kingston 28.06.1991"
"1107",1084,11.03,"+0.3","Merlene Ottey","JAM","10.05.60","Kingston","28.06.1996","Kingston 28.06.1996"
"64",60,10.8,"+0.7","Kerron Stewart","JAM","16.04.84","Kingston","28.06.2008","Kingston 28.06.2008"
"10",7,10.7,"+0.6","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Kingston","29.06.2012","Kingston 29.06.2012"
"2000",1853,11.09,"+1.1","Nataliya Pogrebnyak","UKR","19.02.88","Kirovohrad","30.07.2015","Kirovohrad 30.07.2015"
"524",525,10.96,"-1.3","Evelyn Ashford","USA","15.04.57","Knoxville","19.06.1982","Knoxville 19.06.1982"
"1193",1188,11.04,"+0.9","Gwen Torrence","USA","12.06.65","Knoxville","22.05.1988","Knoxville 22.05.1988"
"990",986,11.02,"0.0","Alice Brown","USA","20.09.60","Koblenz","28.08.1985","Koblenz 28.08.1985"
"1695",1696,11.08,"+0.9","Valerie Brisco","USA","06.07.60","Koblenz","29.08.1984","Koblenz 29.08.1984"
"529",525,10.96,"+0.4","Anelia Nuneva","BUL","30.06.62","Kvarnsveden","19.06.1988","Kvarnsveden 19.06.1988"
"764",722,10.99,"+1.2","Mary Onyali","NGR","03.02.68","La Chaux-de-Fonds","13.08.2000","La Chaux-de-Fonds 13.08.2000"
"270",258,10.9,"+1.4","Glory Alozie","NGR","30.12.77","La Laguna","05.06.1999","La Laguna 05.06.1999"
"1716",1696,11.08,"+0.3","Beatrice Utondu","NGR","23.11.69","Lagos","02.08.1991","Lagos 02.08.1991"
"126",123,10.84,"+1.3","Chioma Ajunwa","NGR","25.12.70","Lagos","11.04.1992","Lagos 11.04.1992"
"243",231,10.89,"+0.5","Gail Devers","USA","19.11.66","Lausanne","02.07.1997","Lausanne 02.07.1997"
"62",60,10.8,"+1.1","Marion Jones","USA","12.10.75","Lausanne","02.07.1999","Lausanne 02.07.1999"
"1152",1084,11.03,"+0.2","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Lausanne","02.09.2008","Lausanne 02.09.2008"
"608",592,10.97,"-0.3","Gwen Torrence","USA","12.06.65","Lausanne","03.07.1996","Lausanne 03.07.1996"
"709",661,10.98,"-0.3","Michelle-Lee Ahye","TTO","10.04.92","Lausanne","03.07.2014","Lausanne 03.07.2014"
"1327",1292,11.05,"-1.5","Chandra Sturrup","BAH","12.09.71","Lausanne","04.07.2001","Lausanne 04.07.2001"
"1985",1853,11.09,"+1.5","Dafne Schippers","NED","15.06.92","Lausanne","04.07.2013","Lausanne 04.07.2013"
"342",333,10.92,"+1.9","Merlene Ottey","JAM","10.05.60","Lausanne","05.07.1995","Lausanne 05.07.1995"
"312",293,10.91,"+0.9","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Lausanne","05.07.2000","Lausanne 05.07.2000"
"134",123,10.84,"+1.9","Chandra Sturrup","BAH","12.09.71","Lausanne","05.07.2005","Lausanne 05.07.2005"
"34",34,10.77,"+0.9","Irina Privalova","RUS","12.11.68","Lausanne","06.07.1994","Lausanne 06.07.1994"
"930",888,11.01,"+0.6","Christine Arron","FRA","13.09.73","Lausanne","06.07.2004","Lausanne 06.07.2004"
"85",82,10.82,"+1.5","Gail Devers","USA","19.11.66","Lausanne","07.07.1993","Lausanne 07.07.1993"
"1153",1084,11.03,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Lausanne","07.07.2009","Lausanne 07.07.2009"
"785",722,10.99,"-0.6","Carmelita Jeter","USA","24.11.79","Lausanne","08.07.2010","Lausanne 08.07.2010"
"124",123,10.84,"0.0","Merlene Ottey","JAM","10.05.60","Lausanne","10.07.1991","Lausanne 10.07.1991"
"848",806,11,"0.0","Torri Edwards","USA","31.01.77","Lausanne","10.07.2007","Lausanne 10.07.2007"
"1143",1084,11.03,"+1.1","Me'Lisa Barber","USA","04.10.80","Lausanne","11.07.2006","Lausanne 11.07.2006"
