"country","year","strike.volume","unemployment","inflation","left.parliament","centralization","density"
"New.Zealand",1954,39,0.1,4.5,43.8,0.372383802407421,NA
"New.Zealand",1955,97,0,2.6,43.8,0.378607028168626,NA
"New.Zealand",1956,43,0.1,3.5,43.8,0.377645530253649,NA
"New.Zealand",1957,49,0.4,2,51.2,0.379085370514076,NA
"New.Zealand",1958,32,0.4,4.4,51.2,0.372872994109057,NA
"New.Zealand",1959,49,1.2,3.7,51.2,0.37412940375274,NA
"New.Zealand",1960,58,0.6,0.8,42.5,0.37220491707325,NA
"New.Zealand",1961,59,0.3,1.8,42.5,0.373500861874782,NA
"New.Zealand",1962,141,0.1,2.7,42.5,0.377521316432394,NA
"New.Zealand",1963,80,0.1,1.9,43.8,0.371457315457519,NA
"New.Zealand",1964,93,0.1,3.4,43.8,0.372883705713321,NA
"New.Zealand",1965,29,0.1,3.4,43.8,0.377828977897298,NA
"New.Zealand",1966,128,0.1,2.8,43.8,0.378486779006198,NA
"New.Zealand",1967,174,0.1,6.1,43.8,0.379237488065846,NA
"New.Zealand",1968,166,0.8,4.3,43.8,0.370602815900929,NA
"New.Zealand",1969,171,0.3,4.9,46.4,0.379830447621644,NA
"New.Zealand",1970,327,0.2,6.6,46.4,0.378205991529394,NA
"New.Zealand",1971,191,0.2,10.5,46.4,0.379457718925551,56.3
"New.Zealand",1972,152,0.4,6.9,63.2,0.377134855871554,NA
"New.Zealand",1973,3,0.2,8.1,63.2,0.375440758864861,NA
"New.Zealand",1974,198,0.1,11.1,63.2,0.371396724584047,NA
"New.Zealand",1975,225,0.2,14.6,36.8,0.379625708530657,NA
"New.Zealand",1976,501,0.4,17,36.8,0.373685263697989,61
"New.Zealand",1977,437,0.3,14.4,36.8,0.372958546904847,NA
"New.Zealand",1978,372,1.7,12,43.5,0.373761530157644,NA
"New.Zealand",1979,373,1.9,13.7,43.5,0.372094288968947,69
"New.Zealand",1980,362,2.2,17.2,43.5,0.379540122535545,69.1
"New.Zealand",1981,354,3.6,15.4,46.7,0.376095740471501,65.7
"New.Zealand",1982,294,3.5,16.2,46.7,0.375591616546735,65.1
"New.Zealand",1983,324,5.6,7.4,46.7,0.379627608431037,64.5
"New.Zealand",1984,363,5.7,6.2,59,0.378790179823991,59.5
"New.Zealand",1985,632,4.1,15.4,59,0.373163351272233,56
"Norway",1951,37,0.8,16.1,56.7,0.873719041279983,NA
"Norway",1952,127,1,8.8,56.7,0.873276349522639,NA
"Norway",1953,41,0.9,1.9,56.7,0.877776009412482,NA
"Norway",1954,104,0.8,4.6,53.3,0.876512913373299,NA
"Norway",1955,106,0.9,1.1,53.3,0.872261337358505,NA
"Norway",1956,946,1,3.6,53.3,0.878331737976987,NA
"Norway",1957,26,1.6,2.8,53.3,0.878166636365932,NA
"Norway",1958,59,1.5,4.9,52.7,0.872219961481169,NA
"Norway",1959,46,1.1,2.2,52.7,0.87952616419876,NA
"Norway",1960,2,0.9,0.4,52.7,0.875038427643012,60
"Norway",1961,4,1,2.5,52.7,0.873925992560107,60.8
"Norway",1962,76,1,5.3,50.7,0.879632311144378,59.8
"Norway",1963,210,1.2,2.6,50.7,0.874572759424336,60.1
"Norway",1964,1,1.1,5.7,50.7,0.879958432025742,59.3
"Norway",1965,8,0.9,4.3,50.7,0.876408653510734,59
"Norway",1966,5,0.8,3.3,46.7,0.876602260891814,58.1
"Norway",1967,4,0.7,4.4,46.7,0.871503545232117,57.6
"Norway",1968,12,1.1,3.5,46.7,0.873060079140123,57.2
"Norway",1969,19,1,3.1,46.7,0.872353926501237,57.2
"Norway",1970,39,0.8,10.6,49.3,0.873177914477419,56.8
"Norway",1971,7,0.8,6.3,49.3,0.875349887483753,57
"Norway",1972,9,1.7,7.2,49.3,0.877056551224086,51.9
"Norway",1973,8,1.5,7.4,49.3,0.870568650970236,53.2
"Norway",1974,227,1.5,9.4,52,0.877885726953391,54.1
"Norway",1975,9,2.3,11.7,52,0.871723974992055,53.8
"Norway",1976,90,1.8,9.2,52,0.872997656159569,52.8
"Norway",1977,16,1.5,9,52,0.879758149920963,53.6
"Norway",1978,39,1.8,8.2,52,0.878287110272795,54
"Norway",1979,4,1.9,4.8,52,0.879022118630819,55.5
"Norway",1980,63,1.7,10.9,52,0.879820246107411,58.3
"Norway",1981,17,2,13.6,52,0.872869377732277,57.9
"Norway",1982,167,2.6,11.4,46.7,0.873806323676836,58.1
"Norway",1983,3,3.3,8.4,46.7,0.875909903347492,58.1
"Norway",1984,61,3,6.3,46.7,0.870054030723404,58.3
"Norway",1985,37,2.5,5.7,46.7,0.873829587548971,57.5
"Sweden",1951,217,1.8,15.8,52.2,0.876845920444466,NA
"Sweden",1952,32,2.4,7.7,52.2,0.874284215315711,NA
"Sweden",1953,237,2.8,1.6,50,0.879253465291113,NA
"Sweden",1954,10,2.6,0.8,50,0.875992462625727,NA
"Sweden",1955,63,2.5,3.1,50,0.875322354880627,NA
"Sweden",1956,2,1.5,4.5,50,0.878882175774779,NA
"Sweden",1957,21,1.9,4.4,48.5,0.878766987342387,NA
"Sweden",1958,6,2.5,4.4,50.2,0.872907408648171,NA
"Sweden",1959,9,2,0.8,50.2,0.873297388241626,NA
"Sweden",1960,7,1.8,4.1,50.2,0.878208729051985,72.1
"Sweden",1961,1,1.7,2.2,51.3,0.874622522755526,72.4
"Sweden",1962,2,1.5,4.8,51.3,0.877950835300144,72.9
"Sweden",1963,8,1.7,2.9,51.3,0.872814439991489,66.1
"Sweden",1964,11,1.6,3.4,51.3,0.87166382567957,66.7
"Sweden",1965,1,1.2,5,51.9,0.872184074877296,66.3
"Sweden",1966,109,1.6,6.4,51.9,0.877145738911349,65.9
"Sweden",1967,0,2.1,4.3,51.9,0.879387900962029,67.5
"Sweden",1968,0,2.2,1.9,51.9,0.872553370636888,67.9
"Sweden",1969,34,1.9,2.7,54.9,0.879402526852209,68.5
"Sweden",1970,45,1.5,7,54.9,0.870971791194752,67.7
"Sweden",1971,242,2.5,7.4,51.4,0.872079831715673,70
"Sweden",1972,3,2.7,6,51.4,0.875679646737408,71.4
"Sweden",1973,3,2.5,6.7,51.4,0.876402819957584,72.5
"Sweden",1974,16,2,9.9,50,0.871225017132238,73.5
"Sweden",1975,98,1.6,9.8,50,0.877754189355765,74.5
"Sweden",1976,7,1.6,10.3,50,0.870156904172618,73.9
"Sweden",1977,23,1.8,11.5,48.4,0.871010507389437,76
"Sweden",1978,10,2.2,9.9,48.4,0.871358811683022,77
"Sweden",1979,7,2.1,7.2,48.4,0.877585170797538,77.3
"Sweden",1980,1150,2,13.7,49.9,0.876297615421936,78
"Sweden",1981,54,2.5,12.1,49.9,0.872215130627155,78.3
"Sweden",1982,0,3.1,8.6,49.9,0.875272012534551,78.9
"Sweden",1983,9,3.5,8.9,53.3,0.878685693505686,79.6
"Sweden",1984,8,3.1,8,53.3,0.87934888461139,80.8
"Sweden",1985,127,2.8,7.4,53.3,0.876353224338964,81.3
"Switzerland",1951,5,0.8,4.8,28.4,0.499945069390815,NA
"Switzerland",1952,7,0.9,2.5,27.6,0.498380335082766,NA
"Switzerland",1953,35,0.9,-0.6,27.6,0.496846464842092,NA
"Switzerland",1954,15,0.8,0.7,27.6,0.497007719399408,NA
"Switzerland",1955,1,0.5,0.9,27.6,0.503598612404894,NA
"Switzerland",1956,1,0.6,1.5,29.1,0.50242155901622,NA
"Switzerland",1957,0,0.4,2,29.1,0.496448028266896,NA
"Switzerland",1958,1,0.4,1.8,29.1,0.503469500420615,NA
"Switzerland",1959,1,0.4,-0.7,29.1,0.498835659681354,NA
"Switzerland",1960,1,0,1.4,27.6,0.501922947042622,36.1
"Switzerland",1961,0,0,1.9,27.6,0.497660464243963,35.2
"Switzerland",1962,1,0,4.3,27.6,0.503251660144888,34.4
"Switzerland",1963,32,0,3.4,27.6,0.50209065687377,33.6
"Switzerland",1964,2,0,3.1,28.5,0.500895432073157,33.2
"Switzerland",1965,0,0,3.4,28.5,0.50239322751062,32.8
"Switzerland",1966,0,0,4.8,28.5,0.504165953090414,32.4
"Switzerland",1967,1,0,4,28.5,0.497234987909906,31.3
"Switzerland",1968,1,0,2.4,28,0.497827280894853,30.6
"Switzerland",1969,0,0,2.5,28,0.496236677735578,30.1
"Switzerland",1970,1,0,3.6,28,0.499766923631541,28.9
"Switzerland",1971,3,0,6.6,28,0.502555819633417,29.2
"Switzerland",1972,1,0,6.7,25.5,0.504458386590704,28.9
"Switzerland",1973,0,0,8.8,25.5,0.499358915800694,28.7
"Switzerland",1974,1,0,9.8,25.5,0.496876989835873,29
"Switzerland",1975,1,0.4,6.7,25.5,0.498400388278533,32.3
"Switzerland",1976,8,0.7,1.7,29.5,0.498232147495728,33.8
"Switzerland",1977,2,0.4,1.3,29.5,0.497733830821235,33.1
"Switzerland",1978,2,0.3,1.1,29.5,0.495624952290673,32.5
"Switzerland",1979,1,0.3,3.7,29.5,0.501399570826907,31.9
"Switzerland",1980,2,0.2,4,27,0.504878728159238,31.1
"Switzerland",1981,0,0.2,6.5,27,0.497020536705386,30.3
"Switzerland",1982,0,0.4,5.7,27,0.499370598017704,29.7
"Switzerland",1983,2,0.9,3,27,0.502350994942244,29.6
"Switzerland",1984,0,1.1,2.9,24,0.498170323178638,29
"Switzerland",1985,0,0.9,3.4,24,0.502818818720989,27.6
"UK",1951,81,0.9,9.7,47.2,0.37730855490081,NA
"UK",1952,86,1.4,6.1,47.2,0.374586579620373,NA
"UK",1953,104,1.3,1.9,47.2,0.375057468498126,NA
"UK",1954,114,1,1.9,47.2,0.374449376740959,NA
"UK",1955,173,0.8,3.1,44,0.379772453214973,NA
"UK",1956,95,0.9,4.2,44,0.373529458486009,NA
"UK",1957,380,1.1,2.4,44,0.373156628450379,NA
"UK",1958,158,1.7,2.9,44,0.378460374209099,NA
"UK",1959,239,1.7,0.7,41,0.373675166724715,NA
"UK",1960,135,1.3,1,41,0.3756106172828,40.4
"UK",1961,134,1.1,3.6,41,0.375075744017959,40.1
"UK",1962,252,1.6,4.1,41,0.379185776277445,40.2
"UK",1963,76,2,2.1,41,0.37361149081029,40.3
"UK",1964,1,1.4,3.2,50.3,0.377697037062608,40.3
"UK",1965,127,1.2,4.8,50.3,0.376615068993997,40.3
"UK",1966,103,1.1,3.9,57.8,0.374761416788679,39.7
"UK",1967,122,2,2.4,57.8,0.370174581513274,40.2
"UK",1968,207,2.1,4.7,57.8,0.377748465721961,40.5
"UK",1969,303,2,5.5,57.8,0.375328146996908,41.7
"UK",1970,488,2.2,6.4,45.7,0.371870578590315,44.8
"UK",1971,612,2.8,9.4,45.7,0.377088153583463,45.3
"UK",1972,1080,3.1,7.1,45.7,0.379359115434345,46.2
"UK",1973,317,2.2,9.2,45.7,0.379627223506104,45.5
"UK",1974,647,2.1,15.9,47.4,0.374119297827128,46.4
"UK",1975,265,3.2,24.2,50.2,0.379043080462143,48.3
"UK",1976,146,4.8,16.5,50.2,0.371587763922289,49.4
"UK",1977,448,5.2,15.9,50.2,0.378887757142074,51.1
"UK",1978,413,5.1,8.2,50.2,0.374741537948139,51.8
"UK",1979,1272,4.6,13.5,42.4,0.378599357428029,51.6
"UK",1980,520,5.6,18,42.4,0.379712607827969,50.7
"UK",1981,195,9,11.9,42.4,0.370952929663472,49.8
"UK",1982,248,10.4,8.6,42.4,0.379324579187669,48.7
"UK",1983,178,11.2,4.6,32.2,0.37234868306201,48
"UK",1984,1278,11.2,5,32.2,0.377216191575862,47.5
"UK",1985,298,11.5,6.1,32.2,0.377854217209388,46.2
"USA",1951,466,3.2,8,51,0.00173318003769964,NA
"USA",1952,1190,2.9,2.2,51,0.000453663249500096,NA
"USA",1953,559,2.8,0.8,49,0.00497535647824407,NA
"USA",1954,456,5.3,0.4,49,0.00106324867112562,NA
"USA",1955,529,4.2,-0.3,51,0.00484646524302661,NA
"USA",1956,616,4,1.5,51,0.00161521298345178,NA
"USA",1957,311,4.2,3.4,51,0.000109027018770576,NA
"USA",1958,438,6.6,2.7,51,0.00225262546679005,NA
"USA",1959,1236,5.3,0.9,65.3,0.0035763225518167,NA
"USA",1960,341,5.4,1.5,65.3,0.00468741789693013,30.9
"USA",1961,284,6.5,1.1,64,0.00270325806224719,29.5
"USA",1962,317,5.4,1.1,64,0.000880780275911093,29.3
"USA",1963,267,5.5,1.2,68,0.00134123105322942,28.5
"USA",1964,385,5,1.3,68,0.00240646352991462,28.3
"USA",1965,379,4.4,1.7,68,0.000945636606775224,28.2
"USA",1966,399,3.7,3,68,0.00397989568999037,28.2
"USA",1967,636,3.7,2.8,64,0.00288571117445827,27.8
"USA",1968,723,3.5,4.2,64,0.00137011586222798,27.9
"USA",1969,615,3.4,5.4,58,0.00287064092466608,27.3
"USA",1970,940,4.8,5.9,58,0.00434215095592663,27.4
"USA",1971,668,5.8,4.3,54,0.00435139343841001,26.9
"USA",1972,366,5.5,3.3,54,0.00253481390886009,26.3
"USA",1973,625,4.8,6.2,56,0.0014625758305192,23.5
"USA",1974,612,5.5,11,56,0.00241579787107185,23.2
"USA",1975,403,8.3,9.1,62,0.0031260316958651,21.6
"USA",1976,298,7.6,5.7,62,0.00158457959070802,21.6
"USA",1977,255,6.9,6.5,61,0.00448912728810683,23.2
"USA",1978,273,6,7.7,61,0.00167905702255666,22.4
"USA",1979,228,5.8,11.3,58,0.00261027439264581,23.4
"USA",1980,232,7,13.5,58,0.00256574350176379,22.3
"USA",1981,186,7.5,10.3,46,0.00337867301190272,21
"USA",1982,101,9.5,6.2,46,0.00180947716115043,20.5
"USA",1983,192,9.5,3.2,46,0.000718228216283023,19.5
"USA",1984,89,7.4,4.3,46,0.000832328242249786,18.2
"USA",1985,73,7.1,3.6,47,0.00107586190104485,17.4
